Temperature Log
Time (s), Plate
2023/01/25 17:51:08, 29.0000
2023/01/25 17:51:08, 29.0000
2023/01/25 17:52:08, 29.5000
2023/01/25 17:52:31, 29.7000
2023/01/25 17:53:31, 30.0000
2023/01/25 17:54:31, 30.1000
2023/01/25 17:55:31, 30.2000
2023/01/25 17:56:31, 30.2000
2023/01/25 17:57:31, 30.2000
2023/01/25 17:57:36, 30.2000
2023/01/25 17:58:36, 30.2000
2023/01/25 17:59:36, 30.2000
2023/01/25 18:00:36, 30.1000
2023/01/25 18:01:36, 30.1000
2023/01/25 18:02:37, 30.1000
2023/01/25 18:03:37, 30.1000
2023/01/25 18:04:37, 30.1000
2023/01/25 18:05:37, 30.0000
2023/01/25 18:06:37, 30.0000
2023/01/25 18:07:37, 30.0000
2023/01/25 18:08:37, 30.0000
2023/01/25 18:09:37, 30.0000
2023/01/25 18:10:37, 30.0000
2023/01/25 18:11:37, 30.0000
2023/01/25 18:12:37, 30.0000
2023/01/25 18:12:42, 30.0000
2023/01/25 18:13:42, 30.0000
2023/01/25 18:14:42, 30.0000
2023/01/25 18:15:42, 30.0000
2023/01/25 18:16:42, 30.0000
2023/01/25 18:17:42, 30.0000
2023/01/25 18:17:48, 30.0000
2023/01/25 18:18:49, 30.0000
2023/01/25 18:19:49, 30.0000
2023/01/25 18:19:55, 30.0000
2023/01/25 18:20:55, 30.0000
2023/01/25 18:21:56, 30.0000
2023/01/25 18:22:56, 30.0000
2023/01/25 18:23:56, 30.0000
2023/01/25 18:24:56, 30.0000
2023/01/25 18:25:56, 30.0000
2023/01/25 18:26:56, 30.0000
2023/01/25 18:27:56, 30.0000
2023/01/25 18:28:56, 30.0000
2023/01/25 18:29:56, 30.0000
2023/01/25 18:30:56, 30.0000
2023/01/25 18:31:56, 30.0000
2023/01/25 18:32:56, 30.0000
2023/01/25 18:33:56, 30.0000
2023/01/25 18:34:56, 30.0000
2023/01/25 18:35:03, 30.0000
2023/01/25 18:36:03, 30.0000
2023/01/25 18:37:03, 30.0000
2023/01/25 18:38:03, 30.0000
2023/01/25 18:39:03, 30.0000
2023/01/25 18:40:04, 30.0000
2023/01/25 18:41:04, 30.0000
2023/01/25 18:42:04, 30.0000
2023/01/25 18:43:04, 30.0000
2023/01/25 18:44:04, 30.0000
2023/01/25 18:45:04, 30.0000
2023/01/25 18:46:04, 30.0000
2023/01/25 18:47:04, 30.0000
2023/01/25 18:48:04, 30.0000
2023/01/25 18:49:04, 30.0000
2023/01/25 18:50:04, 30.0000
2023/01/25 18:51:04, 30.0000
2023/01/25 18:52:04, 30.0000
2023/01/25 18:53:04, 30.0000
2023/01/25 18:54:04, 30.0000
2023/01/25 18:55:04, 30.0000
2023/01/25 18:56:04, 30.0000
2023/01/25 18:57:05, 30.0000
2023/01/25 18:58:05, 30.0000
2023/01/25 18:59:05, 30.0000
2023/01/25 19:00:05, 30.0000
2023/01/25 19:01:05, 30.0000
2023/01/25 19:02:05, 30.0000
2023/01/25 19:03:05, 30.0000
2023/01/25 19:04:05, 30.0000
2023/01/25 19:05:05, 30.0000
2023/01/25 19:05:39, 30.0000
2023/01/25 19:06:39, 30.0000
2023/01/25 19:07:01, 30.0000
2023/01/25 19:08:01, 30.0000
2023/01/25 19:09:01, 30.0000
2023/01/25 19:10:02, 30.0000
2023/01/25 19:11:02, 30.0000
2023/01/25 19:12:02, 30.0000
2023/01/25 19:12:06, 30.0000
2023/01/25 19:13:07, 30.0000
2023/01/25 19:14:07, 30.0000
2023/01/25 19:15:07, 30.0000
2023/01/25 19:16:07, 30.0000
2023/01/25 19:17:07, 30.0000
2023/01/25 19:18:07, 30.0000
2023/01/25 19:19:07, 30.0000
2023/01/25 19:20:07, 30.0000
2023/01/25 19:21:07, 30.0000
2023/01/25 19:22:07, 30.0000
2023/01/25 19:23:07, 30.0000
2023/01/25 19:24:07, 30.0000
2023/01/25 19:25:07, 30.0000
2023/01/25 19:26:07, 30.0000
2023/01/25 19:27:07, 30.0000
2023/01/25 19:27:13, 30.0000
2023/01/25 19:28:13, 30.0000
2023/01/25 19:29:13, 30.0000
2023/01/25 19:30:13, 30.0000
2023/01/25 19:31:13, 30.0000
2023/01/25 19:32:13, 30.0000
2023/01/25 19:32:20, 30.0000
2023/01/25 19:33:20, 30.0000
2023/01/25 19:34:20, 30.0000
2023/01/25 19:34:27, 30.0000
2023/01/25 19:35:27, 30.0000
2023/01/25 19:36:27, 30.0000
2023/01/25 19:37:27, 30.0000
2023/01/25 19:38:27, 30.0000
2023/01/25 19:39:27, 30.0000
2023/01/25 19:40:27, 30.0000
2023/01/25 19:41:27, 30.0000
2023/01/25 19:42:28, 30.0000
2023/01/25 19:43:28, 30.0000
2023/01/25 19:44:28, 30.0000
2023/01/25 19:45:28, 30.0000
2023/01/25 19:46:28, 30.0000
2023/01/25 19:47:28, 30.0000
2023/01/25 19:48:28, 30.0000
2023/01/25 19:49:28, 30.0000
2023/01/25 19:49:35, 30.0000
2023/01/25 19:50:35, 30.0000
2023/01/25 19:51:35, 30.0000
2023/01/25 19:52:35, 30.0000
2023/01/25 19:53:35, 30.0000
2023/01/25 19:54:35, 30.0000
2023/01/25 19:55:35, 30.0000
2023/01/25 19:56:35, 30.0000
2023/01/25 19:57:35, 30.0000
2023/01/25 19:58:35, 30.0000
2023/01/25 19:59:35, 30.0000
2023/01/25 20:00:35, 30.0000
2023/01/25 20:01:36, 30.0000
2023/01/25 20:02:36, 30.0000
2023/01/25 20:03:36, 30.0000
2023/01/25 20:04:36, 30.0000
2023/01/25 20:05:36, 30.0000
2023/01/25 20:06:36, 30.0000
2023/01/25 20:07:36, 30.0000
2023/01/25 20:08:36, 30.0000
2023/01/25 20:09:36, 30.0000
2023/01/25 20:10:36, 30.0000
2023/01/25 20:11:36, 30.0000
2023/01/25 20:12:36, 30.0000
2023/01/25 20:13:36, 30.0000
2023/01/25 20:14:36, 30.0000
2023/01/25 20:15:36, 30.0000
2023/01/25 20:16:36, 30.0000
2023/01/25 20:17:36, 30.0000
2023/01/25 20:18:37, 30.0000
2023/01/25 20:19:37, 30.0000
2023/01/25 20:20:10, 30.0000

Signature=0xCD5E88A0
