t1B1c1, t1B1c1, t1C1c1, t1C1c1, t1D1c1, t1D1c1, t1E1c1, t1E1c1, t1F1c1, t1F1c1, t1G1c1, t1G1c1, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1B6, , p1C6, , p1D6, , p1E6, , p1F6, , p1G6, , 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
1887.24, 0.05811039, 1887.24, 0.03067666, 1887.24, 0.00172672, 1887.24, -0.0019983, 1887.24, -0.00106824, 1887.24, 0.00158392, 
1887.44, 0.05787895, 1887.44, 0.03060658, 1887.44, 0.00237324, 1887.44, -0.00212196, 1887.44, -0.00111375, 1887.44, 0.00150725, 
1887.64, 0.05755053, 1887.64, 0.03087819, 1887.64, 0.00287541, 1887.64, -0.00129236, 1887.64, -0.00078805, 1887.64, 0.00137042, 
1887.84, 0.0578142, 1887.84, 0.03095358, 1887.84, 0.00324227, 1887.84, -0.00100822, 1887.84, -0.0006371, 1887.84, 0.00190293, 
1888.04, 0.05771589, 1888.04, 0.03102781, 1888.04, 0.00323692, 1888.04, -0.00060006, 1888.04, -0.00051359, 1888.04, 0.00168743, 
1888.24, 0.05832647, 1888.24, 0.03185436, 1888.24, 0.00340877, 1888.24, -0.00013863, 1888.24, 0.00064099, 1888.24, 0.00199056, 
1888.44, 0.05879648, 1888.44, 0.03161635, 1888.44, 0.00319566, 1888.44, -0.0008962, 1888.44, 0.00075078, 1888.44, 0.00211184, 
1888.64, 0.05914976, 1888.64, 0.03189621, 1888.64, 0.0033286, 1888.64, -0.00122428, 1888.64, 0.00128213, 1888.64, 0.00207758, 
1888.84, 0.05985013, 1888.84, 0.03233357, 1888.84, 0.00379096, 1888.84, -0.00111201, 1888.84, 0.00156508, 1888.84, 0.00175438, 
1889.04, 0.05916104, 1889.04, 0.0324514, 1889.04, 0.00309712, 1889.04, -0.00147813, 1889.04, 0.00153141, 1889.04, 0.00132334, 
1889.24, 0.0589644, 1889.24, 0.03241308, 1889.24, 0.00293442, 1889.24, -0.00224211, 1889.24, 0.00140641, 1889.24, 0.0016757, 
1889.44, 0.05897972, 1889.44, 0.03258469, 1889.44, 0.00327589, 1889.44, -0.00222829, 1889.44, 0.00196291, 1889.44, 0.00230933, 
1889.64, 0.05878159, 1889.64, 0.03246523, 1889.64, 0.00334858, 1889.64, -0.00232381, 1889.64, 0.0018987, 1889.64, 0.0026043, 
1889.84, 0.05963152, 1889.84, 0.03270717, 1889.84, 0.00371963, 1889.84, -0.00179405, 1889.84, 0.00202034, 1889.84, 0.00351107, 
1890.04, 0.06004125, 1890.04, 0.03260529, 1890.04, 0.00329914, 1890.04, -0.0021134, 1890.04, 0.00181705, 1890.04, 0.00304219, 
1890.24, 0.05991496, 1890.24, 0.03252783, 1890.24, 0.00331028, 1890.24, -0.00143685, 1890.24, 0.00139931, 1890.24, 0.00328096, 
1890.44, 0.05964612, 1890.44, 0.03185887, 1890.44, 0.00358001, 1890.44, -0.00151207, 1890.44, 0.00128868, 1890.44, 0.00317776, 
1890.64, 0.06054228, 1890.64, 0.03163212, 1890.64, 0.00450935, 1890.64, -0.00087478, 1890.64, 0.00142368, 1890.64, 0.0040302, 
1890.84, 0.06054857, 1890.84, 0.03170182, 1890.84, 0.00441308, 1890.84, -0.0005914, 1890.84, 0.00151608, 1890.84, 0.00378598, 
1891.04, 0.06094817, 1891.04, 0.0321546, 1891.04, 0.00436255, 1891.04, -0.00007117, 1891.04, 0.00131887, 1891.04, 0.0040156, 
1891.24, 0.06203631, 1891.24, 0.03269488, 1891.24, 0.00500729, 1891.24, 0.00070327, 1891.24, 0.00189649, 1891.24, 0.00475098, 
1891.44, 0.0622404, 1891.44, 0.0322224, 1891.44, 0.00555611, 1891.44, 0.00053036, 1891.44, 0.00236912, 1891.44, 0.00481451, 
1891.64, 0.06257597, 1891.64, 0.03275784, 1891.64, 0.00630324, 1891.64, 0.00105842, 1891.64, 0.00299204, 1891.64, 0.00493346, 
1891.84, 0.06223603, 1891.84, 0.03262339, 1891.84, 0.00630962, 1891.84, 0.00140556, 1891.84, 0.00263234, 1891.84, 0.00502353, 
1892.04, 0.0623632, 1892.04, 0.0333315, 1892.04, 0.00632788, 1892.04, 0.00176358, 1892.04, 0.00285538, 1892.04, 0.0049367, 
1892.24, 0.06189318, 1892.24, 0.03368069, 1892.24, 0.00624658, 1892.24, 0.00105844, 1892.24, 0.00347051, 1892.24, 0.00463313, 
1892.44, 0.06162134, 1892.44, 0.03336841, 1892.44, 0.00648453, 1892.44, 0.00043124, 1892.44, 0.00294792, 1892.44, 0.00410174, 
1892.64, 0.06149284, 1892.64, 0.03354368, 1892.64, 0.00676019, 1892.64, 0.00030575, 1892.64, 0.00335198, 1892.64, 0.00396072, 
1892.84, 0.06079994, 1892.84, 0.03354361, 1892.84, 0.00622532, 1892.84, -0.0001558, 1892.84, 0.00328472, 1892.84, 0.00326927, 
1893.04, 0.0595268, 1893.04, 0.03271894, 1893.04, 0.00525571, 1893.04, -0.00110625, 1893.04, 0.00336986, 1893.04, 0.00295203, 
1893.24, 0.05907915, 1893.24, 0.03312293, 1893.24, 0.00555587, 1893.24, -0.00125043, 1893.24, 0.00376003, 1893.24, 0.00299182, 
1893.44, 0.05859839, 1893.44, 0.03334725, 1893.44, 0.00556573, 1893.44, -0.00210881, 1893.44, 0.00388877, 1893.44, 0.00297527, 
1893.64, 0.05894959, 1893.64, 0.0337874, 1893.64, 0.00637645, 1893.64, -0.00228122, 1893.64, 0.00409115, 1893.64, 0.00273358, 
1893.84, 0.05965006, 1893.84, 0.03396955, 1893.84, 0.00630647, 1893.84, -0.00228823, 1893.84, 0.00414984, 1893.84, 0.00310273, 
1894.04, 0.05962847, 1894.04, 0.03356279, 1894.04, 0.00579331, 1894.04, -0.00244076, 1894.04, 0.00414305, 1894.04, 0.00255883, 
1894.24, 0.05908268, 1894.24, 0.03306248, 1894.24, 0.00539326, 1894.24, -0.00259765, 1894.24, 0.00390232, 1894.24, 0.00210866, 
1894.44, 0.05983853, 1894.44, 0.03369833, 1894.44, 0.00590707, 1894.44, -0.00197796, 1894.44, 0.0044435, 1894.44, 0.00264769, 
1894.64, 0.06049619, 1894.64, 0.03425098, 1894.64, 0.00603892, 1894.64, -0.00104059, 1894.64, 0.00471674, 1894.64, 0.00332551, 
1894.84, 0.06076962, 1894.84, 0.03478261, 1894.84, 0.0056333, 1894.84, -0.00114609, 1894.84, 0.00409645, 1894.84, 0.00288893, 
1895.04, 0.06106538, 1895.04, 0.03492148, 1895.04, 0.00570555, 1895.04, -0.00072715, 1895.04, 0.00397547, 1895.04, 0.00320177, 
1895.24, 0.06176711, 1895.24, 0.03515989, 1895.24, 0.0060695, 1895.24, -0.00004191, 1895.24, 0.00360958, 1895.24, 0.00392913, 
1895.44, 0.06202169, 1895.44, 0.03501253, 1895.44, 0.00612878, 1895.44, 0.00018132, 1895.44, 0.00352142, 1895.44, 0.00390538, 
1895.64, 0.06250669, 1895.64, 0.03586667, 1895.64, 0.00675335, 1895.64, 0.00153856, 1895.64, 0.00359108, 1895.64, 0.00438402, 
1895.84, 0.06225125, 1895.84, 0.03582276, 1895.84, 0.0063036, 1895.84, 0.0018976, 1895.84, 0.00330879, 1895.84, 0.00487543, 
1896.04, 0.06196298, 1896.04, 0.03581902, 1896.04, 0.00600225, 1896.04, 0.00124206, 1896.04, 0.00318587, 1896.04, 0.00479306, 
1896.24, 0.06116621, 1896.24, 0.03528543, 1896.24, 0.00474735, 1896.24, 0.00067575, 1896.24, 0.00245036, 1896.24, 0.00448761, 
1896.44, 0.06149213, 1896.44, 0.03503243, 1896.44, 0.00514219, 1896.44, 0.0008633, 1896.44, 0.00186668, 1896.44, 0.00471387, 
1896.64, 0.06141088, 1896.64, 0.03476644, 1896.64, 0.00414386, 1896.64, 0.00074015, 1896.64, 0.00194355, 1896.64, 0.00465164, 
1896.84, 0.06124513, 1896.84, 0.03469003, 1896.84, 0.0036809, 1896.84, 0.00060852, 1896.84, 0.00203194, 1896.84, 0.00506459, 
1897.04, 0.06066744, 1897.04, 0.03482338, 1897.04, 0.00321869, 1897.04, 0.00078653, 1897.04, 0.00201078, 1897.04, 0.00504156, 
1897.24, 0.06063039, 1897.24, 0.03527657, 1897.24, 0.00339312, 1897.24, 0.00041247, 1897.24, 0.0017277, 1897.24, 0.00502798, 
1897.44, 0.06053187, 1897.44, 0.03476897, 1897.44, 0.00349411, 1897.44, -0.00066045, 1897.44, 0.0015382, 1897.44, 0.00429306, 
1897.64, 0.06027089, 1897.64, 0.03440317, 1897.64, 0.00346018, 1897.64, -0.00069984, 1897.64, 0.00122296, 1897.64, 0.00317976, 
1897.84, 0.06006836, 1897.84, 0.03436211, 1897.84, 0.00330692, 1897.84, -0.00071044, 1897.84, 0.00077601, 1897.84, 0.00354743, 
1898.04, 0.05966094, 1898.04, 0.03357446, 1898.04, 0.00329432, 1898.04, -0.00094444, 1898.04, 0.00086003, 1898.04, 0.00339538, 
1898.24, 0.05919299, 1898.24, 0.03318823, 1898.24, 0.0035609, 1898.24, -0.00110435, 1898.24, 0.00083836, 1898.24, 0.00307494, 
1898.44, 0.05978265, 1898.44, 0.03342217, 1898.44, 0.0041884, 1898.44, -0.00017828, 1898.44, 0.00172784, 1898.44, 0.00311351, 
1898.64, 0.06033376, 1898.64, 0.03379194, 1898.64, 0.00446586, 1898.64, 0.00021984, 1898.64, 0.00202632, 1898.64, 0.00287249, 
1898.84, 0.06093729, 1898.84, 0.03384884, 1898.84, 0.00486313, 1898.84, 0.00014032, 1898.84, 0.0020387, 1898.84, 0.00281073, 
1899.04, 0.0616238, 1899.04, 0.03361795, 1899.04, 0.0047734, 1899.04, 0.00053905, 1899.04, 0.00221116, 1899.04, 0.00285584, 
1899.24, 0.06210871, 1899.24, 0.03413002, 1899.24, 0.00516395, 1899.24, 0.00093558, 1899.24, 0.00188744, 1899.24, 0.00337625, 
1899.44, 0.06229914, 1899.44, 0.0339353, 1899.44, 0.00534605, 1899.44, 0.0006882, 1899.44, 0.00190681, 1899.44, 0.00334983, 
1899.64, 0.06259413, 1899.64, 0.03420021, 1899.64, 0.00523313, 1899.64, 0.00160521, 1899.64, 0.00264391, 1899.64, 0.00352905, 
1899.84, 0.06317124, 1899.84, 0.0340607, 1899.84, 0.00525883, 1899.84, 0.00138294, 1899.84, 0.0031559, 1899.84, 0.00380078, 
1900.04, 0.06358835, 1900.04, 0.03432244, 1900.04, 0.00530901, 1900.04, 0.00137251, 1900.04, 0.00312535, 1900.04, 0.00395227, 
1900.24, 0.06416838, 1900.24, 0.03430724, 1900.24, 0.00481483, 1900.24, 0.00144953, 1900.24, 0.00309626, 1900.24, 0.00439335, 
1900.44, 0.06450438, 1900.44, 0.03434281, 1900.44, 0.00502783, 1900.44, 0.001459, 1900.44, 0.00328449, 1900.44, 0.00512806, 
1900.64, 0.0647754, 1900.64, 0.03403188, 1900.64, 0.00465439, 1900.64, 0.00164241, 1900.64, 0.00355795, 1900.64, 0.00537787, 
1900.84, 0.06497728, 1900.84, 0.03427733, 1900.84, 0.00524336, 1900.84, 0.00164712, 1900.84, 0.00381564, 1900.84, 0.00612286, 
1901.04, 0.06520687, 1901.04, 0.03485703, 1901.04, 0.00557325, 1901.04, 0.00159412, 1901.04, 0.00406997, 1901.04, 0.00620489, 
1901.24, 0.06464843, 1901.24, 0.03444455, 1901.24, 0.00526645, 1901.24, 0.00071125, 1901.24, 0.00380623, 1901.24, 0.0058429, 
1901.44, 0.06390223, 1901.44, 0.03407186, 1901.44, 0.00515742, 1901.44, 0.00044578, 1901.44, 0.00380641, 1901.44, 0.00532807, 
1901.64, 0.06295733, 1901.64, 0.03383217, 1901.64, 0.00464837, 1901.64, -0.00000634, 1901.64, 0.00318689, 1901.64, 0.00502355, 
1901.84, 0.06273637, 1901.84, 0.03385577, 1901.84, 0.00504341, 1901.84, 0.00005266, 1901.84, 0.00337335, 1901.84, 0.00572368, 
1902.04, 0.06242626, 1902.04, 0.03336552, 1902.04, 0.00534147, 1902.04, 0.00007487, 1902.04, 0.00393841, 1902.04, 0.00584781, 
1902.24, 0.06166525, 1902.24, 0.03337973, 1902.24, 0.00530205, 1902.24, -0.00002475, 1902.24, 0.00419927, 1902.24, 0.00528881, 
1902.44, 0.06195636, 1902.44, 0.0335851, 1902.44, 0.00492415, 1902.44, -0.00007158, 1902.44, 0.00482435, 1902.44, 0.00506167, 
1902.64, 0.06194058, 1902.64, 0.033328, 1902.64, 0.0042425, 1902.64, -0.00068891, 1902.64, 0.00420734, 1902.64, 0.00496694, 
1902.84, 0.06181385, 1902.84, 0.03316244, 1902.84, 0.0039384, 1902.84, -0.00142396, 1902.84, 0.00326831, 1902.84, 0.00489796, 
1903.04, 0.06166447, 1903.04, 0.03271311, 1903.04, 0.00359035, 1903.04, -0.00199856, 1903.04, 0.00258829, 1903.04, 0.00464532, 
1903.24, 0.06063324, 1903.24, 0.03243075, 1903.24, 0.00371722, 1903.24, -0.00245131, 1903.24, 0.00181492, 1903.24, 0.00417143, 
1903.44, 0.06020419, 1903.44, 0.03179222, 1903.44, 0.00320259, 1903.44, -0.00292183, 1903.44, 0.00072754, 1903.44, 0.00336494, 
1903.64, 0.06013304, 1903.64, 0.03182064, 1903.64, 0.00306553, 1903.64, -0.00252795, 1903.64, 0.00091503, 1903.64, 0.00317434, 
1903.84, 0.06109669, 1903.84, 0.03198154, 1903.84, 0.00320827, 1903.84, -0.00282354, 1903.84, 0.00087412, 1903.84, 0.00318539, 
1904.04, 0.06113605, 1904.04, 0.03209549, 1904.04, 0.00342159, 1904.04, -0.00273319, 1904.04, 0.00064022, 1904.04, 0.00332624, 
1904.24, 0.0608445, 1904.24, 0.03147623, 1904.24, 0.00313361, 1904.24, -0.00293347, 1904.24, 0.000277, 1904.24, 0.00295181, 
1904.44, 0.06085408, 1904.44, 0.0308064, 1904.44, 0.0030297, 1904.44, -0.00309458, 1904.44, -0.00009351, 1904.44, 0.00247832, 
1904.64, 0.06121559, 1904.64, 0.0306788, 1904.64, 0.002947, 1904.64, -0.00307445, 1904.64, 0.00030319, 1904.64, 0.00214465, 
1904.84, 0.06159174, 1904.84, 0.03111602, 1904.84, 0.00298938, 1904.84, -0.00276815, 1904.84, 0.00039868, 1904.84, 0.00229003, 
1905.04, 0.06132796, 1905.04, 0.03149804, 1905.04, 0.00318132, 1905.04, -0.0026556, 1905.04, 0.00056295, 1905.04, 0.00176041, 
1905.24, 0.06098379, 1905.24, 0.0314452, 1905.24, 0.00275903, 1905.24, -0.00270995, 1905.24, 0.00022093, 1905.24, 0.00116807, 
1905.44, 0.06043345, 1905.44, 0.0314876, 1905.44, 0.00338133, 1905.44, -0.0020423, 1905.44, 0.00046649, 1905.44, 0.00116688, 
1905.64, 0.0604091, 1905.64, 0.03175485, 1905.64, 0.00348341, 1905.64, -0.00160285, 1905.64, 0.00034638, 1905.64, 0.00122793, 
1905.84, 0.06051296, 1905.84, 0.03274849, 1905.84, 0.00386771, 1905.84, -0.00100362, 1905.84, 0.00072756, 1905.84, 0.00178082, 
1906.04, 0.06082079, 1906.04, 0.03333186, 1906.04, 0.00428786, 1906.04, -0.00051293, 1906.04, 0.00129123, 1906.04, 0.00225001, 
1906.24, 0.06074207, 1906.24, 0.03377531, 1906.24, 0.00438551, 1906.24, -0.00100224, 1906.24, 0.00184638, 1906.24, 0.00244692, 
1906.44, 0.06084179, 1906.44, 0.03385808, 1906.44, 0.00474475, 1906.44, -0.00088467, 1906.44, 0.00190947, 1906.44, 0.00266024, 
1906.64, 0.06092225, 1906.64, 0.0333618, 1906.64, 0.0053743, 1906.64, -0.00095948, 1906.64, 0.00197107, 1906.64, 0.0027429, 
1906.84, 0.06150314, 1906.84, 0.03410523, 1906.84, 0.00559856, 1906.84, -0.00071121, 1906.84, 0.00179873, 1906.84, 0.00343799, 
1907.04, 0.06136646, 1907.04, 0.03402021, 1907.04, 0.00596096, 1907.04, -0.00076259, 1907.04, 0.00206224, 1907.04, 0.00383177, 
1907.24, 0.06107205, 1907.24, 0.03373986, 1907.24, 0.00547894, 1907.24, -0.00133679, 1907.24, 0.00152314, 1907.24, 0.00321944, 
1907.44, 0.0613838, 1907.44, 0.03416432, 1907.44, 0.00524718, 1907.44, -0.00164847, 1907.44, 0.00146075, 1907.44, 0.00322716, 
1907.64, 0.0615306, 1907.64, 0.03406554, 1907.64, 0.00435382, 1907.64, -0.0024293, 1907.64, 0.00186458, 1907.64, 0.00285672, 
1907.84, 0.06250768, 1907.84, 0.03429618, 1907.84, 0.00460203, 1907.84, -0.0021863, 1907.84, 0.00202895, 1907.84, 0.00278381, 
1908.04, 0.06218072, 1908.04, 0.03324567, 1908.04, 0.00432244, 1908.04, -0.00264696, 1908.04, 0.00224865, 1908.04, 0.00265331, 
1908.24, 0.06138238, 1908.24, 0.03198777, 1908.24, 0.0031754, 1908.24, -0.00339784, 1908.24, 0.00172642, 1908.24, 0.00177521, 
1908.44, 0.06079181, 1908.44, 0.03112871, 1908.44, 0.00240445, 1908.44, -0.00386489, 1908.44, 0.00206244, 1908.44, 0.00108233, 
1908.64, 0.06026534, 1908.64, 0.03140431, 1908.64, 0.00184624, 1908.64, -0.00345059, 1908.64, 0.00239102, 1908.64, 0.0007223, 
1908.84, 0.06029515, 1908.84, 0.03152553, 1908.84, 0.00194908, 1908.84, -0.0029321, 1908.84, 0.00276148, 1908.84, 0.00059492, 
1909.04, 0.05943121, 1909.04, 0.03106086, 1909.04, 0.0012985, 1909.04, -0.00350156, 1909.04, 0.0023349, 1909.04, -0.00007734, 
1909.24, 0.05936527, 1909.24, 0.0307054, 1909.24, 0.00108984, 1909.24, -0.00275773, 1909.24, 0.002044, 1909.24, -0.00042182, 
1909.44, 0.05869342, 1909.44, 0.03077428, 1909.44, 0.00114717, 1909.44, -0.00188356, 1909.44, 0.0019149, 1909.44, -0.00043903, 
1909.64, 0.05910282, 1909.64, 0.03143163, 1909.64, 0.00113066, 1909.64, -0.00183543, 1909.64, 0.0022796, 1909.64, -0.00041691, 
1909.84, 0.05811186, 1909.84, 0.03075402, 1909.84, 0.00047814, 1909.84, -0.00283149, 1909.84, 0.00131431, 1909.84, -0.00101213, 
1910.04, 0.05792406, 1910.04, 0.03073166, 1910.04, 0.00094575, 1910.04, -0.0032109, 1910.04, 0.00106063, 1910.04, -0.00054272, 
1910.24, 0.0577668, 1910.24, 0.03083183, 1910.24, 0.00192673, 1910.24, -0.00305312, 1910.24, 0.0011967, 1910.24, -0.0007005, 
1910.44, 0.05780792, 1910.44, 0.03053963, 1910.44, 0.00277705, 1910.44, -0.00211735, 1910.44, 0.00090461, 1910.44, -0.00019718, 
1910.64, 0.05910283, 1910.64, 0.03107921, 1910.64, 0.00395955, 1910.64, -0.00148521, 1910.64, 0.0015553, 1910.64, 0.00053775, 
1910.84, 0.0596534, 1910.84, 0.03240162, 1910.84, 0.00472172, 1910.84, -0.0002716, 1910.84, 0.00153224, 1910.84, 0.00161725, 
1911.04, 0.06002103, 1911.04, 0.03312254, 1911.04, 0.00563359, 1911.04, 0.00003354, 1911.04, 0.00193215, 1911.04, 0.00168951, 
1911.24, 0.06046925, 1911.24, 0.03311828, 1911.24, 0.00550147, 1911.24, -0.00031095, 1911.24, 0.00168454, 1911.24, 0.00125477, 
1911.44, 0.06132715, 1911.44, 0.03401524, 1911.44, 0.00590118, 1911.44, -0.00000816, 1911.44, 0.00241237, 1911.44, 0.00158474, 
1911.64, 0.06259109, 1911.64, 0.03416782, 1911.64, 0.00661296, 1911.64, 0.00037444, 1911.64, 0.00285814, 1911.64, 0.00209079, 
1911.84, 0.06320028, 1911.84, 0.03441183, 1911.84, 0.00697984, 1911.84, 0.00108977, 1911.84, 0.00324602, 1911.84, 0.00284104, 
1912.04, 0.06232938, 1912.04, 0.03364541, 1912.04, 0.00633672, 1912.04, 0.00018879, 1912.04, 0.00338783, 1912.04, 0.00246316, 
1912.24, 0.06224952, 1912.24, 0.03369702, 1912.24, 0.00656717, 1912.24, 0.00015677, 1912.24, 0.00330202, 1912.24, 0.00255527, 
1912.44, 0.06240586, 1912.44, 0.03413822, 1912.44, 0.00642339, 1912.44, 0.00020133, 1912.44, 0.00368492, 1912.44, 0.00301744, 
1912.64, 0.06281328, 1912.64, 0.03495706, 1912.64, 0.00662585, 1912.64, 0.00048411, 1912.64, 0.00429967, 1912.64, 0.00282055, 
1912.84, 0.06378548, 1912.84, 0.03509601, 1912.84, 0.0068453, 1912.84, 0.00020197, 1912.84, 0.00452049, 1912.84, 0.00312588, 
1913.04, 0.06400742, 1913.04, 0.03520799, 1913.04, 0.00713539, 1913.04, 0.00027571, 1913.04, 0.00427937, 1913.04, 0.00371212, 
1913.24, 0.06403381, 1913.24, 0.03460059, 1913.24, 0.00696034, 1913.24, 0.00014892, 1913.24, 0.00330557, 1913.24, 0.00301845, 
1913.44, 0.06364833, 1913.44, 0.0346583, 1913.44, 0.00672078, 1913.44, -0.00028676, 1913.44, 0.00299612, 1913.44, 0.00338678, 
1913.64, 0.06313148, 1913.64, 0.03420276, 1913.64, 0.00656789, 1913.64, -0.00150133, 1913.64, 0.00273001, 1913.64, 0.00329483, 
1913.84, 0.06256594, 1913.84, 0.03304263, 1913.84, 0.00518729, 1913.84, -0.00255756, 1913.84, 0.00116371, 1913.84, 0.00251738, 
1914.04, 0.06296878, 1914.04, 0.03374218, 1914.04, 0.00540502, 1914.04, -0.00241384, 1914.04, 0.00118646, 1914.04, 0.00314102, 
1914.24, 0.06311042, 1914.24, 0.03365028, 1914.24, 0.0057427, 1914.24, -0.00189353, 1914.24, 0.00135104, 1914.24, 0.00283502, 
1914.44, 0.06316642, 1914.44, 0.033587, 1914.44, 0.00578569, 1914.44, -0.00161961, 1914.44, 0.00106923, 1914.44, 0.00343138, 
1914.64, 0.06376153, 1914.64, 0.03475239, 1914.64, 0.00653049, 1914.64, -0.00059378, 1914.64, 0.00159822, 1914.64, 0.00353497, 
1914.84, 0.06316935, 1914.84, 0.03478357, 1914.84, 0.00593577, 1914.84, -0.00000383, 1914.84, 0.00195186, 1914.84, 0.0032093, 
1915.04, 0.0626173, 1915.04, 0.03481152, 1915.04, 0.0056057, 1915.04, -0.00012058, 1915.04, 0.00243879, 1915.04, 0.00263285, 
1915.24, 0.06175906, 1915.24, 0.03417626, 1915.24, 0.00434004, 1915.24, -0.00034026, 1915.24, 0.00185347, 1915.24, 0.0015398, 
1915.44, 0.06169701, 1915.44, 0.03414847, 1915.44, 0.00355668, 1915.44, -0.00037812, 1915.44, 0.00219901, 1915.44, 0.00167427, 
1915.64, 0.06086256, 1915.64, 0.03432183, 1915.64, 0.00310954, 1915.64, -0.00060845, 1915.64, 0.00182563, 1915.64, 0.00156775, 
1915.84, 0.05944187, 1915.84, 0.03378848, 1915.84, 0.00197895, 1915.84, -0.00081834, 1915.84, 0.00160697, 1915.84, 0.00095555, 
1916.04, 0.05900595, 1916.04, 0.03332057, 1916.04, 0.00197663, 1916.04, -0.00100541, 1916.04, 0.0014471, 1916.04, 0.00026711, 
1916.24, 0.05894011, 1916.24, 0.03290925, 1916.24, 0.0021344, 1916.24, -0.00139154, 1916.24, 0.00164329, 1916.24, 0.00060479, 
1916.44, 0.05876567, 1916.44, 0.03280958, 1916.44, 0.00199422, 1916.44, -0.00186859, 1916.44, 0.00190615, 1916.44, 0.00047281, 
1916.64, 0.05900029, 1916.64, 0.03319703, 1916.64, 0.00280122, 1916.64, -0.00171866, 1916.64, 0.00274885, 1916.64, 0.0004846, 
1916.84, 0.05923221, 1916.84, 0.03286302, 1916.84, 0.0026826, 1916.84, -0.00200292, 1916.84, 0.00230538, 1916.84, 0.00061153, 
1917.04, 0.05857002, 1917.04, 0.03245431, 1917.04, 0.00302051, 1917.04, -0.00195242, 1917.04, 0.00187841, 1917.04, 0.00052385, 
1917.24, 0.05859401, 1917.24, 0.03189601, 1917.24, 0.00296159, 1917.24, -0.00210086, 1917.24, 0.00106761, 1917.24, 0.00021135, 
1917.44, 0.05898315, 1917.44, 0.03269132, 1917.44, 0.00343065, 1917.44, -0.00162194, 1917.44, 0.00183049, 1917.44, 0.00091578, 
1917.64, 0.05992097, 1917.64, 0.03308621, 1917.64, 0.00408294, 1917.64, -0.00164665, 1917.64, 0.00186113, 1917.64, 0.00149659, 
1917.84, 0.06036707, 1917.84, 0.03268463, 1917.84, 0.00364173, 1917.84, -0.0017214, 1917.84, 0.00131005, 1917.84, 0.00101027, 
1918.04, 0.06056616, 1918.04, 0.03309376, 1918.04, 0.00390765, 1918.04, -0.00148694, 1918.04, 0.00159519, 1918.04, 0.00110199, 
1918.24, 0.06097465, 1918.24, 0.03336642, 1918.24, 0.00396018, 1918.24, -0.00103313, 1918.24, 0.00189853, 1918.24, 0.00140149, 
1918.44, 0.06101008, 1918.44, 0.03335648, 1918.44, 0.00328475, 1918.44, -0.00101697, 1918.44, 0.00184976, 1918.44, 0.00152911, 
1918.64, 0.06238494, 1918.64, 0.03412339, 1918.64, 0.00365535, 1918.64, -0.00009148, 1918.64, 0.00257766, 1918.64, 0.00173773, 
1918.84, 0.06238592, 1918.84, 0.03398875, 1918.84, 0.00288679, 1918.84, -0.00070863, 1918.84, 0.00274798, 1918.84, 0.00125665, 
1919.04, 0.06213255, 1919.04, 0.034245, 1919.04, 0.00234798, 1919.04, -0.00083813, 1919.04, 0.00231749, 1919.04, 0.00089859, 
1919.24, 0.06187664, 1919.24, 0.03445883, 1919.24, 0.00201235, 1919.24, -0.00106492, 1919.24, 0.00160378, 1919.24, 0.00096609, 
1919.44, 0.06212538, 1919.44, 0.03468844, 1919.44, 0.00233838, 1919.44, -0.00155337, 1919.44, 0.00150908, 1919.44, 0.00159387, 
1919.64, 0.06180247, 1919.64, 0.03504316, 1919.64, 0.00253997, 1919.64, -0.00144781, 1919.64, 0.00054732, 1919.64, 0.00148964, 
1919.84, 0.0619007, 1919.84, 0.03508701, 1919.84, 0.00277086, 1919.84, -0.00151178, 1919.84, 0.00065465, 1919.84, 0.0021545, 
1920.04, 0.06210622, 1920.04, 0.03464789, 1920.04, 0.00279143, 1920.04, -0.00190364, 1920.04, 0.00015311, 1920.04, 0.00192124, 
1920.24, 0.06274673, 1920.24, 0.03496667, 1920.24, 0.00292341, 1920.24, -0.00214004, 1920.24, 0.00099036, 1920.24, 0.00259262, 
1920.44, 0.06294159, 1920.44, 0.03521724, 1920.44, 0.00247784, 1920.44, -0.00234164, 1920.44, 0.00106814, 1920.44, 0.00282694, 
1920.64, 0.0624519, 1920.64, 0.03524374, 1920.64, 0.00254416, 1920.64, -0.00221336, 1920.64, 0.00110013, 1920.64, 0.00293139, 
1920.84, 0.06223551, 1920.84, 0.03527705, 1920.84, 0.00314148, 1920.84, -0.00240507, 1920.84, 0.00075768, 1920.84, 0.00325431, 
1921.04, 0.06231729, 1921.04, 0.03601568, 1921.04, 0.00454813, 1921.04, -0.00135253, 1921.04, 0.00133792, 1921.04, 0.00374409, 
1921.24, 0.06287632, 1921.24, 0.03602961, 1921.24, 0.00440364, 1921.24, -0.00154036, 1921.24, 0.00108877, 1921.24, 0.00365372, 
1921.44, 0.06261913, 1921.44, 0.03572416, 1921.44, 0.00390481, 1921.44, -0.00177404, 1921.44, 0.00078177, 1921.44, 0.00284302, 
1921.64, 0.06249177, 1921.64, 0.03566038, 1921.64, 0.00467745, 1921.64, -0.00127111, 1921.64, 0.00111551, 1921.64, 0.00272, 
