t1B1c1, t1B1c1, t1C1c1, t1C1c1, t1D1c1, t1D1c1, t1E1c1, t1E1c1, t1F1c1, t1F1c1, t1G1c1, t1G1c1, 
Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, Sample Loc:, Sample ID:, 
p1B6, , p1C6, , p1D6, , p1E6, , p1F6, , p1G6, , 
X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, X Values, Y Values, 
3544.04, 0.05168402, 3544.04, 0.04666664, 3544.04, 0.00528175, 3544.04, 0.00137395, 3544.04, 0.00030579, 3544.04, 0.01681369, 
3544.24, 0.05147708, 3544.24, 0.04615813, 3544.24, 0.00541502, 3544.24, 0.00136838, 3544.24, -0.0001194, 3544.24, 0.01687126, 
3544.44, 0.05161124, 3544.44, 0.04655646, 3544.44, 0.00518525, 3544.44, 0.00081627, 3544.44, -0.00143002, 3544.44, 0.01675875, 
3544.64, 0.05133958, 3544.64, 0.04654903, 3544.64, 0.00464107, 3544.64, 0.00000716, 3544.64, -0.00191761, 3544.64, 0.01580517, 
3544.84, 0.05162095, 3544.84, 0.04626238, 3544.84, 0.00444463, 3544.84, -0.00014619, 3544.84, -0.00226923, 3544.84, 0.01574238, 
3545.04, 0.05196033, 3545.04, 0.04619823, 3545.04, 0.00484542, 3545.04, -0.00038581, 3545.04, -0.00244741, 3545.04, 0.0151925, 
3545.24, 0.05244071, 3545.24, 0.0464977, 3545.24, 0.00515917, 3545.24, -0.00064877, 3545.24, -0.0021194, 3545.24, 0.01489917, 
3545.44, 0.05240575, 3545.44, 0.04667561, 3545.44, 0.00573445, 3545.44, 0.00020701, 3545.44, -0.00218546, 3545.44, 0.01505064, 
3545.64, 0.05261941, 3545.64, 0.04697922, 3545.64, 0.00645973, 3545.64, 0.00091463, 3545.64, -0.00149895, 3545.64, 0.01539895, 
3545.84, 0.05293378, 3545.84, 0.0468909, 3545.84, 0.00650387, 3545.84, 0.00073601, 3545.84, -0.00138236, 3545.84, 0.01534991, 
3546.04, 0.05294559, 3546.04, 0.04715247, 3546.04, 0.0072584, 3546.04, 0.00149907, 3546.04, -0.00091252, 3546.04, 0.01566167, 
3546.24, 0.05223301, 3546.24, 0.04727869, 3546.24, 0.0062951, 3546.24, 0.00067957, 3546.24, -0.00157764, 3546.24, 0.01557176, 
3546.44, 0.05203314, 3546.44, 0.0476339, 3546.44, 0.00627672, 3546.44, 0.00024417, 3546.44, -0.00190144, 3546.44, 0.01521192, 
3546.64, 0.05128957, 3546.64, 0.04791596, 3546.64, 0.00668775, 3546.64, 0.00068963, 3546.64, -0.00136592, 3546.64, 0.01546397, 
3546.84, 0.05063187, 3546.84, 0.04804189, 3546.84, 0.00616503, 3546.84, 0.00062771, 3546.84, -0.00096671, 3546.84, 0.01509444, 
3547.04, 0.05021456, 3547.04, 0.04717751, 3547.04, 0.00628861, 3547.04, 0.00035515, 3547.04, -0.00106502, 3547.04, 0.01476116, 
3547.24, 0.04978484, 3547.24, 0.04643091, 3547.24, 0.00580701, 3547.24, 0.00003663, 3547.24, -0.00124643, 3547.24, 0.01401137, 
3547.44, 0.04949853, 3547.44, 0.04626645, 3547.44, 0.00553947, 3547.44, 0.00047279, 3547.44, -0.00175206, 3547.44, 0.01406266, 
3547.64, 0.04904182, 3547.64, 0.04602547, 3547.64, 0.00527875, 3547.64, 0.00026907, 3547.64, -0.00173182, 3547.64, 0.01407829, 
3547.84, 0.04856118, 3547.84, 0.04577345, 3547.84, 0.00510475, 3547.84, 0.00016038, 3547.84, -0.0015307, 3547.84, 0.01390511, 
3548.04, 0.04808578, 3548.04, 0.04549087, 3548.04, 0.00465453, 3548.04, -0.0004301, 3548.04, -0.00143928, 3548.04, 0.01291622, 
3548.24, 0.04781831, 3548.24, 0.04516548, 3548.24, 0.00478258, 3548.24, -0.00053054, 3548.24, -0.00154497, 3548.24, 0.01307063, 
3548.44, 0.04751132, 3548.44, 0.04558917, 3548.44, 0.00474334, 3548.44, -0.00076591, 3548.44, -0.00190252, 3548.44, 0.01288861, 
3548.64, 0.04756083, 3548.64, 0.04524632, 3548.64, 0.00503874, 3548.64, -0.00039597, 3548.64, -0.00131092, 3548.64, 0.0126198, 
3548.84, 0.04812841, 3548.84, 0.04504234, 3548.84, 0.00559119, 3548.84, -0.0003664, 3548.84, -0.0008202, 3548.84, 0.01287248, 
3549.04, 0.04887091, 3549.04, 0.04512933, 3549.04, 0.00595954, 3549.04, 0.00032434, 3549.04, -0.00019183, 3549.04, 0.01312142, 
3549.24, 0.04921098, 3549.24, 0.04561458, 3549.24, 0.00546039, 3549.24, 0.00071533, 3549.24, 0.00012896, 3549.24, 0.01305751, 
3549.44, 0.04947655, 3549.44, 0.04609293, 3549.44, 0.00587771, 3549.44, 0.00105483, 3549.44, -0.00005404, 3549.44, 0.01355171, 
3549.64, 0.05025386, 3549.64, 0.04693537, 3549.64, 0.00640903, 3549.64, 0.00161013, 3549.64, 0.00034137, 3549.64, 0.01437541, 
3549.84, 0.05095152, 3549.84, 0.04761147, 3549.84, 0.00702867, 3549.84, 0.00140412, 3549.84, 0.00021877, 3549.84, 0.01449745, 
3550.04, 0.05089786, 3550.04, 0.04801179, 3550.04, 0.00703042, 3550.04, 0.00121426, 3550.04, -0.00033785, 3550.04, 0.0145488, 
3550.24, 0.05079395, 3550.24, 0.04797645, 3550.24, 0.00665494, 3550.24, 0.00038355, 3550.24, -0.00105197, 3550.24, 0.01480304, 
3550.44, 0.05079244, 3550.44, 0.04835128, 3550.44, 0.00654418, 3550.44, 0.00067806, 3550.44, -0.00053181, 3550.44, 0.0147668, 
3550.64, 0.05088089, 3550.64, 0.0478255, 3550.64, 0.00617536, 3550.64, 0.00059637, 3550.64, -0.001154, 3550.64, 0.01491231, 
3550.84, 0.05138168, 3550.84, 0.04746907, 3550.84, 0.00594267, 3550.84, 0.00028688, 3550.84, -0.00141066, 3550.84, 0.01445223, 
3551.04, 0.05160922, 3551.04, 0.04779372, 3551.04, 0.00612979, 3551.04, 0.00044202, 3551.04, -0.00114073, 3551.04, 0.01465387, 
3551.24, 0.05123896, 3551.24, 0.04774176, 3551.24, 0.00567691, 3551.24, -0.00013857, 3551.24, -0.00183283, 3551.24, 0.01466421, 
3551.44, 0.05118718, 3551.44, 0.04793433, 3551.44, 0.00533438, 3551.44, -0.00047833, 3551.44, -0.00191682, 3551.44, 0.01552756, 
3551.64, 0.05123064, 3551.64, 0.04844905, 3551.64, 0.00596513, 3551.64, -0.00009656, 3551.64, -0.00128855, 3551.64, 0.0160928, 
3551.84, 0.05081319, 3551.84, 0.04797065, 3551.84, 0.00568523, 3551.84, -0.00022303, 3551.84, -0.00104087, 3551.84, 0.01611608, 
3552.04, 0.05068056, 3552.04, 0.04768359, 3552.04, 0.00542025, 3552.04, -0.00053175, 3552.04, -0.00060361, 3552.04, 0.01624124, 
3552.24, 0.05110656, 3552.24, 0.04733113, 3552.24, 0.00611469, 3552.24, 0.00026485, 3552.24, -0.00022697, 3552.24, 0.01700909, 
3552.44, 0.05042757, 3552.44, 0.04664798, 3552.44, 0.00576678, 3552.44, 0.00025893, 3552.44, -0.00067512, 3552.44, 0.01662403, 
3552.64, 0.050566, 3552.64, 0.045778, 3552.64, 0.00590551, 3552.64, -0.00011293, 3552.64, -0.00079901, 3552.64, 0.01720428, 
3552.84, 0.05026346, 3552.84, 0.04511752, 3552.84, 0.00529535, 3552.84, -0.00056442, 3552.84, -0.0009837, 3552.84, 0.0172412, 
3553.04, 0.04986045, 3553.04, 0.04493268, 3553.04, 0.00446407, 3553.04, -0.00038027, 3553.04, -0.00079637, 3553.04, 0.01698857, 
3553.24, 0.04935115, 3553.24, 0.0451852, 3553.24, 0.00479476, 3553.24, -0.00039683, 3553.24, -0.00091805, 3553.24, 0.01668154, 
3553.44, 0.04922325, 3553.44, 0.04555573, 3553.44, 0.00546043, 3553.44, -0.000172, 3553.44, -0.00051322, 3553.44, 0.0168658, 
3553.64, 0.04973663, 3553.64, 0.04627908, 3553.64, 0.00517805, 3553.64, 0.00036584, 3553.64, 0.00001495, 3553.64, 0.01673688, 
3553.84, 0.04935012, 3553.84, 0.04636478, 3553.84, 0.00516397, 3553.84, -0.0001703, 3553.84, 0.00000666, 3553.84, 0.01649118, 
3554.04, 0.04895927, 3554.04, 0.04654356, 3554.04, 0.00508629, 3554.04, -0.00043307, 3554.04, 0.00016158, 3554.04, 0.01652761, 
3554.24, 0.04988075, 3554.24, 0.04698238, 3554.24, 0.00554712, 3554.24, -0.0003002, 3554.24, 0.00083817, 3554.24, 0.0167752, 
3554.44, 0.04965204, 3554.44, 0.04678114, 3554.44, 0.00480556, 3554.44, -0.00072487, 3554.44, 0.00074748, 3554.44, 0.0155714, 
3554.64, 0.0498718, 3554.64, 0.04677104, 3554.64, 0.00484546, 3554.64, -0.00098287, 3554.64, 0.00023727, 3554.64, 0.01513081, 
3554.84, 0.05034232, 3554.84, 0.04687346, 3554.84, 0.00536906, 3554.84, -0.00085092, 3554.84, 0.00035548, 3554.84, 0.0146883, 
3555.04, 0.05063157, 3555.04, 0.04755347, 3555.04, 0.00591724, 3555.04, -0.00056867, 3555.04, 0.0011419, 3555.04, 0.01535601, 
3555.24, 0.05062017, 3555.24, 0.04773313, 3555.24, 0.0058817, 3555.24, -0.00065287, 3555.24, 0.00076637, 3555.24, 0.01558562, 
3555.44, 0.05081556, 3555.44, 0.04798311, 3555.44, 0.00642703, 3555.44, -0.00034085, 3555.44, 0.00106921, 3555.44, 0.01611985, 
3555.64, 0.05089757, 3555.64, 0.04777264, 3555.64, 0.0065825, 3555.64, -0.00019903, 3555.64, 0.00090682, 3555.64, 0.01644614, 
3555.84, 0.05065475, 3555.84, 0.04705001, 3555.84, 0.00613332, 3555.84, -0.00057818, 3555.84, 0.00097394, 3555.84, 0.01611945, 
3556.04, 0.05092971, 3556.04, 0.04743778, 3556.04, 0.00654005, 3556.04, -0.0002722, 3556.04, 0.00095147, 3556.04, 0.01609179, 
3556.24, 0.05063316, 3556.24, 0.04699449, 3556.24, 0.00678637, 3556.24, 0.00012619, 3556.24, -0.00005216, 3556.24, 0.01603159, 
3556.44, 0.04989629, 3556.44, 0.04644875, 3556.44, 0.00610313, 3556.44, -0.00066504, 3556.44, -0.00048767, 3556.44, 0.01608792, 
3556.64, 0.04955911, 3556.64, 0.0463, 3556.64, 0.00607685, 3556.64, -0.00090868, 3556.64, -0.00078579, 3556.64, 0.01660226, 
3556.84, 0.04933164, 3556.84, 0.04610678, 3556.84, 0.00579576, 3556.84, -0.00054685, 3556.84, -0.00058371, 3556.84, 0.01650477, 
3557.04, 0.0492908, 3557.04, 0.04637359, 3557.04, 0.00561587, 3557.04, -0.00056744, 3557.04, -0.00074502, 3557.04, 0.01671927, 
3557.24, 0.04904056, 3557.24, 0.04634608, 3557.24, 0.00571199, 3557.24, -0.00067487, 3557.24, -0.00128968, 3557.24, 0.01654275, 
3557.44, 0.04865476, 3557.44, 0.0458293, 3557.44, 0.00522286, 3557.44, -0.00069361, 3557.44, -0.00110851, 3557.44, 0.01656919, 
3557.64, 0.04902122, 3557.64, 0.0460814, 3557.64, 0.00521098, 3557.64, -0.00044345, 3557.64, -0.00113334, 3557.64, 0.01657663, 
3557.84, 0.04868073, 3557.84, 0.04586868, 3557.84, 0.0054635, 3557.84, -0.00124777, 3557.84, -0.00111685, 3557.84, 0.01674416, 
3558.04, 0.04898282, 3558.04, 0.04574907, 3558.04, 0.00521804, 3558.04, -0.00151044, 3558.04, -0.00070102, 3558.04, 0.01638694, 
3558.24, 0.04987836, 3558.24, 0.04579717, 3558.24, 0.00505375, 3558.24, -0.00136733, 3558.24, -0.00121597, 3558.24, 0.0161163, 
3558.44, 0.04954428, 3558.44, 0.0459242, 3558.44, 0.00493195, 3558.44, -0.00189115, 3558.44, -0.00109098, 3558.44, 0.0157209, 
3558.64, 0.0494298, 3558.64, 0.0460847, 3558.64, 0.0051418, 3558.64, -0.00168852, 3558.64, -0.00143521, 3558.64, 0.01580563, 
3558.84, 0.04975428, 3558.84, 0.04605993, 3558.84, 0.00538544, 3558.84, -0.0017202, 3558.84, -0.00116837, 3558.84, 0.01615285, 
3559.04, 0.04977418, 3559.04, 0.04644542, 3559.04, 0.00541768, 3559.04, -0.00205114, 3559.04, -0.00035409, 3559.04, 0.01601087, 
3559.24, 0.04922267, 3559.24, 0.04653873, 3559.24, 0.00484256, 3559.24, -0.00227753, 3559.24, -0.00072643, 3559.24, 0.01541013, 
3559.44, 0.04906465, 3559.44, 0.04594079, 3559.44, 0.00459528, 3559.44, -0.00270548, 3559.44, -0.00095446, 3559.44, 0.01517549, 
3559.64, 0.04902691, 3559.64, 0.04598822, 3559.64, 0.00395231, 3559.64, -0.00281055, 3559.64, -0.00088158, 3559.64, 0.01483093, 
3559.84, 0.04898472, 3559.84, 0.04581023, 3559.84, 0.00408812, 3559.84, -0.00195613, 3559.84, -0.00069142, 3559.84, 0.01446359, 
3560.04, 0.04855313, 3560.04, 0.04606668, 3560.04, 0.00384149, 3560.04, -0.00186867, 3560.04, -0.00129211, 3560.04, 0.01444561, 
3560.24, 0.04858296, 3560.24, 0.04609326, 3560.24, 0.00336174, 3560.24, -0.00171128, 3560.24, -0.00112685, 3560.24, 0.01499665, 
3560.44, 0.04858661, 3560.44, 0.04590294, 3560.44, 0.00299556, 3560.44, -0.00184176, 3560.44, -0.00127031, 3560.44, 0.01499323, 
3560.64, 0.04858453, 3560.64, 0.04598051, 3560.64, 0.00346583, 3560.64, -0.00120029, 3560.64, -0.00151264, 3560.64, 0.01527646, 
3560.84, 0.04850558, 3560.84, 0.04592973, 3560.84, 0.00331595, 3560.84, -0.00150015, 3560.84, -0.00192461, 3560.84, 0.01537927, 
3561.04, 0.04872303, 3561.04, 0.04600984, 3561.04, 0.00386484, 3561.04, -0.00154551, 3561.04, -0.00246652, 3561.04, 0.01544267, 
3561.24, 0.04833142, 3561.24, 0.04587789, 3561.24, 0.00461634, 3561.24, -0.00148345, 3561.24, -0.00308188, 3561.24, 0.01488083, 
3561.44, 0.04852754, 3561.44, 0.04603495, 3561.44, 0.00506304, 3561.44, -0.0010735, 3561.44, -0.00324451, 3561.44, 0.01518321, 
3561.64, 0.04896118, 3561.64, 0.04608719, 3561.64, 0.00559948, 3561.64, -0.00093698, 3561.64, -0.00310111, 3561.64, 0.01473253, 
3561.84, 0.04869004, 3561.84, 0.04561778, 3561.84, 0.00571511, 3561.84, -0.00142864, 3561.84, -0.00317302, 3561.84, 0.01422094, 
3562.04, 0.04929431, 3562.04, 0.04551279, 3562.04, 0.00626641, 3562.04, -0.00085604, 3562.04, -0.00328964, 3562.04, 0.01399056, 
3562.24, 0.05049661, 3562.24, 0.04621194, 3562.24, 0.00757793, 3562.24, 0.00001319, 3562.24, -0.00345066, 3562.24, 0.01430429, 
3562.44, 0.05058225, 3562.44, 0.04628574, 3562.44, 0.00777954, 3562.44, 0.00002691, 3562.44, -0.00268819, 3562.44, 0.01443263, 
3562.64, 0.05054493, 3562.64, 0.04636066, 3562.64, 0.00736163, 3562.64, 0.0000593, 3562.64, -0.00264744, 3562.64, 0.01461497, 
3562.84, 0.05072799, 3562.84, 0.04670122, 3562.84, 0.0078842, 3562.84, 0.00019142, 3562.84, -0.00174144, 3562.84, 0.01465791, 
3563.04, 0.05104091, 3563.04, 0.04721773, 3563.04, 0.00792704, 3563.04, -0.00018106, 3563.04, -0.0009189, 3563.04, 0.01482304, 
3563.24, 0.05060588, 3563.24, 0.04682716, 3563.24, 0.0076025, 3563.24, -0.00007766, 3563.24, -0.00104822, 3563.24, 0.01477159, 
3563.44, 0.05029308, 3563.44, 0.04602374, 3563.44, 0.00663008, 3563.44, -0.00046659, 3563.44, -0.00104783, 3563.44, 0.01457312, 
3563.64, 0.05000932, 3563.64, 0.04598044, 3563.64, 0.00642812, 3563.64, -0.00053974, 3563.64, -0.00086448, 3563.64, 0.01471662, 
3563.84, 0.04962392, 3563.84, 0.04575882, 3563.84, 0.00623372, 3563.84, -0.00019209, 3563.84, -0.00060844, 3563.84, 0.01545554, 
3564.04, 0.04978471, 3564.04, 0.04591721, 3564.04, 0.00601153, 3564.04, -0.00024766, 3564.04, -0.00045053, 3564.04, 0.01647564, 
3564.24, 0.05024755, 3564.24, 0.04610298, 3564.24, 0.00642419, 3564.24, 0.00014886, 3564.24, 0.00025423, 3564.24, 0.0175494, 
3564.44, 0.05002597, 3564.44, 0.04619406, 3564.44, 0.00660197, 3564.44, 0.00038698, 3564.44, -0.00041646, 3564.44, 0.01769337, 
3564.64, 0.05007532, 3564.64, 0.04629479, 3564.64, 0.00631854, 3564.64, -0.0002053, 3564.64, -0.0008387, 3564.64, 0.01816394, 
3564.84, 0.05013086, 3564.84, 0.04603422, 3564.84, 0.0063067, 3564.84, -0.00114281, 3564.84, -0.00119894, 3564.84, 0.01776898, 
3565.04, 0.05013537, 3565.04, 0.04615761, 3565.04, 0.00680675, 3565.04, -0.00122119, 3565.04, -0.00120737, 3565.04, 0.01774442, 
3565.24, 0.04979618, 3565.24, 0.04643365, 3565.24, 0.00637053, 3565.24, -0.00144466, 3565.24, -0.00194427, 3565.24, 0.0173439, 
3565.44, 0.04922581, 3565.44, 0.04595226, 3565.44, 0.00585179, 3565.44, -0.00158914, 3565.44, -0.00185251, 3565.44, 0.01741957, 
3565.64, 0.04897736, 3565.64, 0.04550369, 3565.64, 0.00604459, 3565.64, -0.00145441, 3565.64, -0.00176675, 3565.64, 0.01735991, 
3565.84, 0.04886872, 3565.84, 0.04527661, 3565.84, 0.00623924, 3565.84, -0.00142042, 3565.84, -0.00211346, 3565.84, 0.01735611, 
3566.04, 0.04935218, 3566.04, 0.04551388, 3566.04, 0.00672341, 3566.04, -0.00071976, 3566.04, -0.00206219, 3566.04, 0.01720582, 
3566.24, 0.04949045, 3566.24, 0.04541616, 3566.24, 0.00643747, 3566.24, -0.00067128, 3566.24, -0.00212966, 3566.24, 0.01718592, 
3566.44, 0.04886247, 3566.44, 0.04538706, 3566.44, 0.00537814, 3566.44, -0.00077154, 3566.44, -0.00213413, 3566.44, 0.01676869, 
3566.64, 0.0486854, 3566.64, 0.04561312, 3566.64, 0.00504249, 3566.64, -0.00104088, 3566.64, -0.00223186, 3566.64, 0.01644901, 
3566.84, 0.04874515, 3566.84, 0.0460425, 3566.84, 0.00491988, 3566.84, -0.00106852, 3566.84, -0.00197881, 3566.84, 0.0161468, 
3567.04, 0.04875425, 3567.04, 0.0464363, 3567.04, 0.00423416, 3567.04, -0.00193927, 3567.04, -0.00223994, 3567.04, 0.01567848, 
3567.24, 0.04814634, 3567.24, 0.04626402, 3567.24, 0.0034572, 3567.24, -0.00205479, 3567.24, -0.00271758, 3567.24, 0.01468052, 
3567.44, 0.04797141, 3567.44, 0.04593624, 3567.44, 0.00330717, 3567.44, -0.00200351, 3567.44, -0.00333437, 3567.44, 0.01464673, 
3567.64, 0.04859068, 3567.64, 0.04605621, 3567.64, 0.00398208, 3567.64, -0.00170046, 3567.64, -0.00294211, 3567.64, 0.01460064, 
3567.84, 0.04920683, 3567.84, 0.04678917, 3567.84, 0.00458414, 3567.84, -0.00090072, 3567.84, -0.0021985, 3567.84, 0.01488719, 
3568.04, 0.0494946, 3568.04, 0.04682672, 3568.04, 0.00474384, 3568.04, -0.00083238, 3568.04, -0.00264669, 3568.04, 0.01512668, 
3568.24, 0.05006932, 3568.24, 0.04757181, 3568.24, 0.00553922, 3568.24, -0.00032666, 3568.24, -0.00207113, 3568.24, 0.01487821, 
3568.44, 0.04982605, 3568.44, 0.04752346, 3568.44, 0.00526644, 3568.44, -0.00076947, 3568.44, -0.00271834, 3568.44, 0.0143694, 
3568.64, 0.05062583, 3568.64, 0.04798881, 3568.64, 0.00536876, 3568.64, -0.00119341, 3568.64, -0.00225439, 3568.64, 0.0139066, 
3568.84, 0.05096757, 3568.84, 0.0481836, 3568.84, 0.00592775, 3568.84, -0.00062688, 3568.84, -0.00171839, 3568.84, 0.01388026, 
3569.04, 0.05070834, 3569.04, 0.04850147, 3569.04, 0.00586945, 3569.04, -0.00005778, 3569.04, -0.00156643, 3569.04, 0.01429811, 
3569.24, 0.05039925, 3569.24, 0.04860473, 3569.24, 0.00604066, 3569.24, 0.0003952, 3569.24, -0.00161143, 3569.24, 0.01413364, 
3569.44, 0.05012157, 3569.44, 0.04882306, 3569.44, 0.00677441, 3569.44, 0.00063933, 3569.44, -0.00034651, 3569.44, 0.01468535, 
3569.64, 0.050712, 3569.64, 0.04906473, 3569.64, 0.00736544, 3569.64, 0.00105081, 3569.64, 0.00018981, 3569.64, 0.01524653, 
3569.84, 0.05021607, 3569.84, 0.04863786, 3569.84, 0.00694013, 3569.84, 0.00092002, 3569.84, -0.00008469, 3569.84, 0.01502506, 
3570.04, 0.0502457, 3570.04, 0.04850575, 3570.04, 0.00677752, 3570.04, 0.00089536, 3570.04, -0.00017201, 3570.04, 0.01419624, 
3570.24, 0.04989704, 3570.24, 0.04788276, 3570.24, 0.00619004, 3570.24, 0.0003397, 3570.24, 0.0005246, 3570.24, 0.01378517, 
3570.44, 0.04913227, 3570.44, 0.04756217, 3570.44, 0.00556456, 3570.44, -0.00032552, 3570.44, 0.00017346, 3570.44, 0.01318507, 
3570.64, 0.04859292, 3570.64, 0.04724686, 3570.64, 0.00469902, 3570.64, -0.00123774, 3570.64, -0.00025516, 3570.64, 0.01269404, 
3570.84, 0.04905006, 3570.84, 0.04779607, 3570.84, 0.00458648, 3570.84, -0.00083944, 3570.84, 0.00035577, 3570.84, 0.01300263, 
3571.04, 0.04845314, 3571.04, 0.0480191, 3571.04, 0.00457875, 3571.04, -0.00112867, 3571.04, -0.00043799, 3571.04, 0.01300466, 
3571.24, 0.04840125, 3571.24, 0.04746042, 3571.24, 0.00419878, 3571.24, -0.00069413, 3571.24, -0.00068984, 3571.24, 0.01377136, 
3571.44, 0.04840594, 3571.44, 0.04653444, 3571.44, 0.00450186, 3571.44, -0.00049336, 3571.44, -0.00053406, 3571.44, 0.01430759, 
3571.64, 0.04852191, 3571.64, 0.04652906, 3571.64, 0.00429268, 3571.64, -0.00046385, 3571.64, 0.0003028, 3571.64, 0.01471051, 
3571.84, 0.04871786, 3571.84, 0.04716814, 3571.84, 0.00442199, 3571.84, -0.00004774, 3571.84, 0.00022905, 3571.84, 0.01507786, 
3572.04, 0.04866306, 3572.04, 0.04667378, 3572.04, 0.00394992, 3572.04, -0.00041919, 3572.04, -0.00059, 3572.04, 0.01482768, 
3572.24, 0.04937199, 3572.24, 0.04705966, 3572.24, 0.0043266, 3572.24, -0.00016225, 3572.24, -0.00003214, 3572.24, 0.01547945, 
3572.44, 0.0489599, 3572.44, 0.04618775, 3572.44, 0.00386764, 3572.44, -0.00036215, 3572.44, -0.00050248, 3572.44, 0.01551994, 
3572.64, 0.0498061, 3572.64, 0.04662664, 3572.64, 0.00483933, 3572.64, 0.00039688, 3572.64, -0.00013162, 3572.64, 0.01619479, 
3572.84, 0.04992723, 3572.84, 0.04636423, 3572.84, 0.00530906, 3572.84, 0.00042014, 3572.84, -0.00061157, 3572.84, 0.01679405, 
3573.04, 0.04988107, 3573.04, 0.04667011, 3573.04, 0.00519649, 3573.04, 0.00042201, 3573.04, -0.00101056, 3573.04, 0.0169064, 
3573.24, 0.04998772, 3573.24, 0.04699361, 3573.24, 0.00592102, 3573.24, 0.00071566, 3573.24, -0.00055631, 3573.24, 0.01675562, 
3573.44, 0.05093538, 3573.44, 0.04756668, 3573.44, 0.00659911, 3573.44, 0.0009578, 3573.44, 0.00064347, 3573.44, 0.01708077, 
3573.64, 0.05113701, 3573.64, 0.04755391, 3573.64, 0.00683069, 3573.64, 0.00146928, 3573.64, 0.00083886, 3573.64, 0.01733117, 
3573.84, 0.0507052, 3573.84, 0.04765654, 3573.84, 0.00681778, 3573.84, 0.00124844, 3573.84, 0.00043482, 3573.84, 0.01658803, 
3574.04, 0.05084779, 3574.04, 0.0480601, 3574.04, 0.00738898, 3574.04, 0.00081107, 3574.04, 0.00040573, 3574.04, 0.01565654, 
3574.24, 0.05023998, 3574.24, 0.04764578, 3574.24, 0.00749757, 3574.24, 0.00052055, 3574.24, 0.00063706, 3574.24, 0.01486689, 
3574.44, 0.04977942, 3574.44, 0.04785535, 3574.44, 0.00778327, 3574.44, 0.00003543, 3574.44, -0.00010245, 3574.44, 0.01492645, 
3574.64, 0.05077112, 3574.64, 0.04852916, 3574.64, 0.00793239, 3574.64, 0.00053393, 3574.64, 0.00026819, 3574.64, 0.01506515, 
3574.84, 0.05091777, 3574.84, 0.04876614, 3574.84, 0.00788675, 3574.84, 0.00059237, 3574.84, 0.00043554, 3574.84, 0.01495759, 
3575.04, 0.0504951, 3575.04, 0.04853401, 3575.04, 0.00720972, 3575.04, 0.00034021, 3575.04, -0.00019398, 3575.04, 0.01467248, 
3575.24, 0.05047663, 3575.24, 0.04845394, 3575.24, 0.00681554, 3575.24, 0.00062054, 3575.24, 0.00084683, 3575.24, 0.01485706, 
3575.44, 0.05035628, 3575.44, 0.04872483, 3575.44, 0.00684218, 3575.44, 0.00083881, 3575.44, 0.00138383, 3575.44, 0.01465785, 
3575.64, 0.05037228, 3575.64, 0.04890331, 3575.64, 0.00637995, 3575.64, 0.00120717, 3575.64, 0.00121537, 3575.64, 0.01438581, 
3575.84, 0.05066859, 3575.84, 0.0488677, 3575.84, 0.00632998, 3575.84, 0.00141644, 3575.84, 0.00089476, 3575.84, 0.01421141, 
3576.04, 0.05086011, 3576.04, 0.0479318, 3576.04, 0.00573206, 3576.04, 0.00111844, 3576.04, 0.00019193, 3576.04, 0.01409213, 
3576.24, 0.0504234, 3576.24, 0.04738011, 3576.24, 0.00512942, 3576.24, 0.00093914, 3576.24, 0.00019953, 3576.24, 0.01426702, 
3576.44, 0.05045703, 3576.44, 0.04678614, 3576.44, 0.00493295, 3576.44, 0.00080342, 3576.44, -0.00034783, 3576.44, 0.01359165, 
3576.64, 0.05051992, 3576.64, 0.04696075, 3576.64, 0.00518702, 3576.64, 0.00058741, 3576.64, -0.00081091, 3576.64, 0.01393011, 
3576.84, 0.05022759, 3576.84, 0.04707952, 3576.84, 0.00487426, 3576.84, 0.00013614, 3576.84, -0.00178163, 3576.84, 0.01358875, 
3577.04, 0.05015874, 3577.04, 0.04752451, 3577.04, 0.00475001, 3577.04, 0.00004005, 3577.04, -0.00223506, 3577.04, 0.01385946, 
3577.24, 0.05007829, 3577.24, 0.04702367, 3577.24, 0.00541237, 3577.24, 0.00007127, 3577.24, -0.00227651, 3577.24, 0.01391235, 
3577.44, 0.05097676, 3577.44, 0.04753532, 3577.44, 0.00569982, 3577.44, 0.00007837, 3577.44, -0.00145958, 3577.44, 0.01479238, 
3577.64, 0.05038952, 3577.64, 0.04710343, 3577.64, 0.00549739, 3577.64, -0.00035917, 3577.64, -0.00208549, 3577.64, 0.01540474, 
3577.84, 0.05029329, 3577.84, 0.0470059, 3577.84, 0.0055522, 3577.84, -0.00093212, 3577.84, -0.00263851, 3577.84, 0.01556176, 
3578.04, 0.05023154, 3578.04, 0.04661056, 3578.04, 0.0055721, 3578.04, -0.00128498, 3578.04, -0.00305957, 3578.04, 0.01563168, 
3578.24, 0.05052197, 3578.24, 0.04636272, 3578.24, 0.00578932, 3578.24, -0.00107591, 3578.24, -0.00295692, 3578.24, 0.01589423, 
3578.44, 0.05110985, 3578.44, 0.04666734, 3578.44, 0.00591882, 3578.44, -0.00125098, 3578.44, -0.00240106, 3578.44, 0.0167512, 
