 Data Alignment: None,,,,,,,,,,,,,,,
 Data Alignment Step: 0,,,,,,,,,,,,,,,
C:\Users\Labuser\Desktop\Laras\20230125_AR2G_1OLD\Experiment_1, 230125_001.frd, 230125_002.frd, 230125_003.frd, 230125_004.frd, 230125_005.frd, 230125_006.frd, 230125_007.frd, 230125_008.frd, 230125_009.frd, 230125_010.frd, 230125_011.frd, 230125_012.frd, 230125_013.frd, 230125_014.frd, 
X Values, A1, B1, C1, D1, E1, F1, G1, A2, B2, C2, D2, E2, F2, G2, 
2490.64,-0.15304947,-0.00802941,-0.06454079,-0.11084963,-0.1114502,-0.08605697,-0.08464149,-0.18328331,-0.15261501,-0.206662,-0.19861162,-0.20391026,-0.1931491,-0.17169043, 
2490.84,-0.1528708,-0.00963513,-0.06546226,-0.11362827,-0.11229847,-0.08989353,-0.08889199,-0.18578357,-0.1515913,-0.21178278,-0.19934605,-0.20452254,-0.19430082,-0.1741429, 
2491.04,-0.15443656,-0.0053585,-0.06262884,-0.11679219,-0.1133664,-0.09276635,-0.08614313,-0.18785636,-0.15037659,-0.20460546,-0.19998342,-0.2052552,-0.19420248,-0.17022914, 
2491.23,-0.15383254,-0.00779299,-0.06297004,-0.11099818,-0.11106511,-0.08708166,-0.0899694,-0.18672512,-0.14654915,-0.20942129,-0.19673459,-0.20436294,-0.19631052,-0.17038769, 
2491.43,-0.15385413,-0.0090098,-0.06440076,-0.11767868,-0.11042341,-0.08762593,-0.08843666,-0.18672734,-0.15189913,-0.20656887,-0.19440682,-0.20487146,-0.19632684,-0.16965881, 
2491.64,-0.15268075,-0.01014028,-0.06555874,-0.10883762,-0.11600734,-0.08932258,-0.08900758,-0.18614961,-0.14809532,-0.2046532,-0.19694351,-0.20506534,-0.19329599,-0.17163004, 
2491.84,-0.15444666,-0.00779326,-0.06361166,-0.11593761,-0.1130856,-0.08757001,-0.08627759,-0.18799411,-0.14560826,-0.21091422,-0.20219152,-0.20637411,-0.19436826,-0.16992451, 
2492.04,-0.1523634,-0.00667603,-0.06688319,-0.11379254,-0.11215887,-0.08668183,-0.08647879,-0.18921494,-0.15155622,-0.20489079,-0.20157087,-0.20279907,-0.19544876,-0.17267869, 
2492.25,-0.15567341,-0.00964084,-0.06380112,-0.11818113,-0.10974755,-0.08954241,-0.08240835,-0.18737131,-0.14967488,-0.20385118,-0.19983241,-0.20826215,-0.19283368,-0.17271096, 
2492.43,-0.15483983,-0.00829764,-0.06346354,-0.11485884,-0.11377446,-0.0888672,-0.08457409,-0.18635337,-0.15262662,-0.20516025,-0.20333268,-0.20802604,-0.19678418,-0.16936551, 
2492.64,-0.15409902,-0.00858266,-0.06686366,-0.11541885,-0.11191114,-0.08855023,-0.0851391,-0.18581121,-0.1512946,-0.20662604,-0.19603863,-0.20800886,-0.19749628,-0.16984433, 
2492.84,-0.15540789,-0.00871016,-0.06025611,-0.11450521,-0.11594851,-0.08999744,-0.08531441,-0.18442161,-0.15031299,-0.20661326,-0.19998449,-0.20636354,-0.19483031,-0.17218603, 
2493.03,-0.15356091,-0.00337855,-0.06206875,-0.11306458,-0.11421307,-0.09062273,-0.08564543,-0.18679386,-0.15272897,-0.20576702,-0.20064062,-0.20735288,-0.19663578,-0.17192627, 
2493.24,-0.15424231,-0.00774738,-0.06596951,-0.11512683,-0.1131501,-0.09021947,-0.08624154,-0.18575294,-0.15040797,-0.20440711,-0.20146479,-0.20660634,-0.19487302,-0.17351183, 
2493.45,-0.15329878,-0.00863088,-0.06743087,-0.11546852,-0.1123622,-0.08936974,-0.08626399,-0.18643811,-0.15007737,-0.20348231,-0.19903916,-0.20190993,-0.19397287,-0.17188656, 
2493.63,-0.15507472,-0.01233964,-0.06069031,-0.1133482,-0.11195851,-0.08556599,-0.08804859,-0.18703145,-0.15145403,-0.20499928,-0.20127183,-0.20684847,-0.19477595,-0.17223947, 
2493.84,-0.15547061,-0.01175716,-0.06358305,-0.11671769,-0.11368131,-0.09093016,-0.08832968,-0.18338175,-0.15153147,-0.20649675,-0.19971278,-0.20865767,-0.19616319,-0.16974857, 
2494.04,-0.15236577,-0.01002617,-0.05981303,-0.11286739,-0.1162477,-0.08904423,-0.09069335,-0.18500759,-0.14854118,-0.20549549,-0.20019782,-0.20623071,-0.19308807,-0.17449065, 
2494.23,-0.15442644,-0.00812948,-0.06192847,-0.11149384,-0.10807256,-0.08800561,-0.0915586,-0.18511434,-0.14919625,-0.20813176,-0.20002146,-0.20575531,-0.19344911,-0.17143491, 
2494.45,-0.15071605,-0.00594098,-0.06363051,-0.11526378,-0.11261318,-0.08885866,-0.08640439,-0.1837164,-0.15203699,-0.20265599,-0.19939329,-0.20637438,-0.19813649,-0.170206, 
2494.65,-0.15236862,-0.00878681,-0.06484144,-0.11490289,-0.11197463,-0.08834386,-0.08604036,-0.18730949,-0.15244526,-0.20700029,-0.19445504,-0.20280707,-0.19710901,-0.17338255, 
2494.84,-0.15375514,-0.00723345,-0.06819239,-0.1154848,-0.11363915,-0.0869285,-0.09081386,-0.18354391,-0.1502835,-0.20674229,-0.19976059,-0.20638731,-0.19697729,-0.17459741, 
2495.04,-0.1532381,-0.00771967,-0.06169663,-0.11407604,-0.11350113,-0.08726559,-0.08584641,-0.18379149,-0.1468251,-0.20833649,-0.20157446,-0.20441645,-0.19507495,-0.17389163, 
2495.24,-0.1521965,-0.01119235,-0.06630234,-0.11069799,-0.11081887,-0.0899269,-0.08460885,-0.18409337,-0.15131964,-0.20501484,-0.19957565,-0.20667087,-0.19658932,-0.17085566, 
2495.44,-0.15190074,-0.00737806,-0.06184819,-0.11486673,-0.11470974,-0.08771566,-0.08354209,-0.18603371,-0.1492797,-0.2085357,-0.19968657,-0.20472746,-0.19764793,-0.1715745, 
2495.65,-0.15458851,-0.00642098,-0.06367373,-0.11276938,-0.11167724,-0.0934394,-0.08373779,-0.18330738,-0.15221931,-0.20820031,-0.20019621,-0.20825842,-0.19517468,-0.17093565, 
2495.85,-0.15539695,-0.00806875,-0.0629721,-0.10678194,-0.11499316,-0.08402381,-0.08608105,-0.18518797,-0.15447359,-0.21056773,-0.20175999,-0.20699985,-0.19599754,-0.16992082, 
2496.04,-0.15620621,-0.00411852,-0.06324258,-0.11397516,-0.11271068,-0.08716321,-0.0875393,-0.18975939,-0.15042789,-0.20671232,-0.19880798,-0.2082518,-0.19400078,-0.16720743, 
2496.24,-0.15443052,-0.00605802,-0.06447462,-0.11253387,-0.11505681,-0.08886568,-0.0841756,-0.18555725,-0.14815323,-0.2086717,-0.19956899,-0.2060377,-0.19464511,-0.16896154, 
2496.43,-0.1521381,-0.00749257,-0.06547078,-0.1160965,-0.11126719,-0.08646422,-0.08693436,-0.18572032,-0.15472588,-0.20192385,-0.20115387,-0.20497455,-0.19521917,-0.17384802, 
2496.64,-0.15656054,-0.00752218,-0.0603712,-0.1140075,-0.11042517,-0.08738741,-0.08875367,-0.18403041,-0.15192509,-0.20413636,-0.19581802,-0.20288362,-0.19560558,-0.17094164, 
2496.85,-0.15348464,-0.00548384,-0.06471112,-0.11642258,-0.1128178,-0.08904916,-0.08577485,-0.18526319,-0.14640088,-0.2056341,-0.20014127,-0.2066174,-0.19304222,-0.17333257, 
2497.03,-0.15484309,-0.01138759,-0.06073116,-0.11501138,-0.11238352,-0.08757671,-0.08418301,-0.1884474,-0.1486965,-0.20723848,-0.19811353,-0.20831691,-0.19624469,-0.17163974, 
2497.24,-0.15677211,-0.00832605,-0.06400104,-0.11061788,-0.11231381,-0.08844601,-0.08795919,-0.18083011,-0.15252978,-0.20623064,-0.19750808,-0.20677228,-0.19433396,-0.17123365, 
2497.44,-0.15347722,-0.00652812,-0.06820056,-0.1153513,-0.11042994,-0.09022027,-0.08718136,-0.18661454,-0.15370598,-0.20484489,-0.19600309,-0.20817415,-0.19352205,-0.17071137, 
2497.64,-0.1533425,-0.00864791,-0.06416696,-0.11266956,-0.11382733,-0.08802126,-0.0825834,-0.18760282,-0.15061834,-0.20543011,-0.19682579,-0.20672105,-0.19433197,-0.1691743, 
2497.85,-0.15208721,-0.00958449,-0.06248246,-0.1157878,-0.11433434,-0.09004547,-0.08581042,-0.18493944,-0.15377098,-0.2043792,-0.20153694,-0.20609434,-0.19660851,-0.17491502, 
2498.05,-0.15293713,-0.00637316,-0.06666876,-0.11592889,-0.11468776,-0.08989545,-0.08594,-0.18247996,-0.15230866,-0.20460796,-0.19866556,-0.20464294,-0.19196141,-0.16918898, 
2498.24,-0.15344849,-0.00814513,-0.06122306,-0.11466733,-0.11686493,-0.09015662,-0.0867765,-0.18642072,-0.14807801,-0.20880982,-0.19552468,-0.20503168,-0.1930075,-0.17205472, 
2498.44,-0.15734665,-0.00797577,-0.0639754,-0.11119127,-0.11080831,-0.09031322,-0.08761919,-0.1860854,-0.15316908,-0.20639567,-0.1989065,-0.20723663,-0.19263336,-0.17158064, 
2498.64,-0.15527573,-0.01005067,-0.06159892,-0.11610467,-0.11481842,-0.09473372,-0.08536065,-0.18445924,-0.15188648,-0.2078575,-0.19820876,-0.20495023,-0.19641925,-0.17297573, 
2498.84,-0.15355963,-0.00924245,-0.06261864,-0.1155361,-0.11438739,-0.08918685,-0.08676666,-0.18154849,-0.1516486,-0.20766257,-0.19773327,-0.20710042,-0.19777934,-0.17052436, 
2499.05,-0.1560006,-0.00759978,-0.06222312,-0.11518247,-0.11283192,-0.08572353,-0.08367231,-0.19134104,-0.15421441,-0.20569968,-0.196997,-0.20327753,-0.19371524,-0.16933711, 
2499.23,-0.15303724,-0.0044988,-0.06147827,-0.11280371,-0.11301731,-0.08632661,-0.08767118,-0.18800656,-0.15437345,-0.20588826,-0.19879645,-0.2040901,-0.19435394,-0.16910961, 
2499.44,-0.15004182,-0.005707,-0.06574422,-0.11500491,-0.10974877,-0.08546042,-0.08896703,-0.18286192,-0.14780051,-0.20532699,-0.20140272,-0.20813631,-0.19621786,-0.17016201, 
2499.64,-0.1522233,-0.0080303,-0.06446631,-0.11260716,-0.11004172,-0.09087471,-0.0856334,-0.18296796,-0.15169582,-0.20486705,-0.19675311,-0.20757891,-0.19263846,-0.16894229, 
2499.83,-0.15363908,-0.0064294,-0.06532735,-0.11496059,-0.11377128,-0.09201169,-0.08696055,-0.18768288,-0.14872536,-0.20704122,-0.19783056,-0.20516333,-0.1928329,-0.17031686, 
2500.05,-0.15422939,-0.0084769,-0.05998652,-0.11616383,-0.10924774,-0.08787712,-0.08766653,-0.18714574,-0.148151,-0.2069988,-0.19893704,-0.20632139,-0.19547836,-0.16616926, 
2500.25,-0.15203774,-0.01079619,-0.06347796,-0.11437433,-0.11622226,-0.09177612,-0.08698089,-0.1909557,-0.14768538,-0.20525101,-0.20245184,-0.20686635,-0.1970381,-0.17115934, 
2500.44,-0.15086743,-0.00913539,-0.06305394,-0.11548305,-0.11099604,-0.09250788,-0.08305417,-0.18793145,-0.15033418,-0.2028954,-0.19788031,-0.20184514,-0.19473369,-0.17289077, 
2500.64,-0.15562204,-0.00660446,-0.06579532,-0.11666263,-0.11317729,-0.0905679,-0.08529136,-0.18685527,-0.15008706,-0.20497246,-0.19653745,-0.20590717,-0.19703838,-0.16855529, 
2500.84,-0.15083554,-0.00998575,-0.0618809,-0.11559418,-0.11489004,-0.08725073,-0.08831225,-0.19030042,-0.14937294,-0.20560203,-0.19836535,-0.20704232,-0.19551529,-0.17491212, 
2501.03,-0.15251514,-0.01087966,-0.06283473,-0.1162557,-0.11481678,-0.08827993,-0.08351129,-0.18575977,-0.15118951,-0.20760608,-0.19712426,-0.20897026,-0.19478545,-0.17528425, 
2501.25,-0.15366912,-0.00974797,-0.06201404,-0.11528665,-0.11383685,-0.08941839,-0.08719844,-0.18620345,-0.15356536,-0.20652638,-0.1981018,-0.20730934,-0.1961319,-0.17025135, 
2501.45,-0.15378551,-0.00509606,-0.06462755,-0.1151874,-0.11505572,-0.08883585,-0.08806082,-0.18379621,-0.14756109,-0.20552738,-0.19847845,-0.20434533,-0.19649048,-0.17080453, 
2501.64,-0.15731201,-0.00771767,-0.0625641,-0.11173296,-0.11426236,-0.09180239,-0.08556566,-0.18521351,-0.15023953,-0.2071436,-0.20037051,-0.20382917,-0.19593373,-0.17016001, 
2501.84,-0.15507345,-0.00895182,-0.06199021,-0.1144869,-0.1117316,-0.09334719,-0.08929901,-0.18597251,-0.15279162,-0.20752196,-0.19483308,-0.20882338,-0.19453339,-0.17175809, 
2502.04,-0.15086834,-0.00653945,-0.06534545,-0.11441118,-0.11670364,-0.08831387,-0.08514681,-0.18453746,-0.15111694,-0.20683597,-0.19815715,-0.20773202,-0.1954357,-0.172812, 
2502.25,-0.15669349,-0.00737099,-0.06221846,-0.1139058,-0.11393245,-0.08692374,-0.08433007,-0.18456642,-0.14831565,-0.20656168,-0.19694704,-0.2038607,-0.19159931,-0.17073835, 
2502.45,-0.15207581,-0.00602274,-0.06374592,-0.11583834,-0.11394928,-0.08889361,-0.08583447,-0.18842296,-0.15435094,-0.20508222,-0.19760142,-0.21044834,-0.19441122,-0.17488451, 
2502.64,-0.15045127,-0.00730006,-0.06189985,-0.11175597,-0.11568584,-0.09120597,-0.08495489,-0.18575799,-0.14917997,-0.21116745,-0.20108949,-0.20510432,-0.19449687,-0.1699802, 
2502.84,-0.1538268,-0.00764525,-0.06273066,-0.11454521,-0.11466008,-0.08707169,-0.08354055,-0.18687931,-0.15185672,-0.20927744,-0.19466263,-0.20714523,-0.19453341,-0.1698588, 
2503.04,-0.15242662,-0.00984527,-0.06478614,-0.11527637,-0.11231586,-0.09012344,-0.083676,-0.1875149,-0.15145881,-0.20579609,-0.19794677,-0.20270285,-0.19830774,-0.17181705, 
2503.23,-0.1520983,-0.00675039,-0.05954961,-0.1146585,-0.11081669,-0.08918122,-0.08459067,-0.18786521,-0.15143892,-0.20598051,-0.19775239,-0.21144089,-0.19458516,-0.16994724, 
2503.45,-0.15690145,-0.00918902,-0.06392895,-0.11819566,-0.11812555,-0.08828748,-0.08649748,-0.18880963,-0.1528912,-0.20878801,-0.19520681,-0.20865959,-0.20099109,-0.17167598, 
2503.65,-0.15297084,-0.01124089,-0.06037328,-0.11736929,-0.11739334,-0.08738278,-0.08537224,-0.18854474,-0.14868169,-0.20692854,-0.19663526,-0.20546697,-0.19675107,-0.16685268, 
2503.84,-0.15441421,-0.00979781,-0.0654458,-0.11706149,-0.11157129,-0.09066354,-0.08699207,-0.19084811,-0.15024342,-0.20040476,-0.19829077,-0.20700739,-0.19547929,-0.16725808, 
2504.04,-0.15570012,-0.0102472,-0.06090975,-0.11570342,-0.11491325,-0.08842836,-0.08467373,-0.1877964,-0.15196326,-0.20616941,-0.19784336,-0.20447503,-0.19607651,-0.17024334, 
2504.24,-0.15039489,-0.00390824,-0.06540529,-0.11636285,-0.11122421,-0.08735658,-0.08766216,-0.18673851,-0.1544629,-0.20641515,-0.19642389,-0.20745072,-0.19319241,-0.16909274, 
2504.44,-0.15371591,-0.00506435,-0.06142469,-0.11383092,-0.11488076,-0.08712621,-0.09120194,-0.18573521,-0.15127532,-0.20435046,-0.20311891,-0.20681275,-0.19346367,-0.17253238, 
2504.65,-0.15233889,-0.01137353,-0.06692361,-0.1151593,-0.11380039,-0.09212167,-0.08319534,-0.18432936,-0.15330733,-0.20612866,-0.19874442,-0.20703493,-0.19129673,-0.16818731, 
2504.83,-0.15403414,-0.00544039,-0.0590449,-0.11590096,-0.11085016,-0.08635854,-0.08356752,-0.18794312,-0.15079308,-0.20485061,-0.19726129,-0.20915021,-0.1967548,-0.17352742, 
2505.04,-0.15344895,-0.00671502,-0.06728185,-0.11653478,-0.11475636,-0.09180985,-0.08470005,-0.18678251,-0.15396503,-0.20812795,-0.19256651,-0.20814919,-0.19502155,-0.17077984, 
2505.24,-0.15581763,-0.01095972,-0.0622104,-0.11623489,-0.11265192,-0.08983856,-0.08488093,-0.1881561,-0.15375127,-0.20495781,-0.1977789,-0.20664386,-0.19859457,-0.17135979, 
2505.44,-0.1563503,-0.0097031,-0.06255837,-0.11154782,-0.11201422,-0.08783228,-0.08762059,-0.18510266,-0.1494997,-0.20571472,-0.19680031,-0.20519541,-0.19910204,-0.16733114, 
2505.65,-0.15515326,-0.00913524,-0.06508618,-0.11729158,-0.11545803,-0.09112047,-0.08746579,-0.18853728,-0.15138163,-0.20658596,-0.19916807,-0.20232368,-0.19824368,-0.17137648, 
2505.85,-0.15336202,-0.01166712,-0.061777,-0.11690781,-0.11211672,-0.08981732,-0.08702763,-0.1834476,-0.15100144,-0.20633788,-0.19833934,-0.2054947,-0.19380952,-0.17233178, 
2506.02,-0.15300551,-0.00770893,-0.06357452,-0.11645668,-0.11457207,-0.08926898,-0.08833471,-0.1856025,-0.15068483,-0.20821927,-0.1991428,-0.20650481,-0.19344476,-0.17065093, 
2506.24,-0.15250425,-0.00474367,-0.0646934,-0.11736151,-0.11717378,-0.08820838,-0.08747008,-0.18554363,-0.1509306,-0.20310967,-0.19866638,-0.20468295,-0.19620448,-0.17120638, 
2506.44,-0.15028089,-0.00673921,-0.06245217,-0.11341449,-0.11262652,-0.08766125,-0.08249662,-0.18988377,-0.15210918,-0.20718315,-0.19820583,-0.20718546,-0.19364406,-0.17449352, 
2506.63,-0.15590444,-0.00906154,-0.06359679,-0.11373381,-0.1152817,-0.08993303,-0.08892402,-0.18522346,-0.14609152,-0.20535979,-0.19981991,-0.20537764,-0.19697942,-0.17128365, 
2506.85,-0.15185289,-0.00616466,-0.05898033,-0.11260195,-0.11459887,-0.08894081,-0.08301155,-0.18429807,-0.15257484,-0.20491783,-0.20057419,-0.20832346,-0.19694419,-0.16919729, 
2507.03,-0.15286259,-0.00787412,-0.06438639,-0.11330006,-0.11482091,-0.09123348,-0.08778122,-0.1843285,-0.15179007,-0.2081482,-0.19725843,-0.20512773,-0.19034834,-0.16764873, 
2507.22,-0.15037759,-0.00872226,-0.06668522,-0.11599154,-0.1121107,-0.09041724,-0.08879211,-0.18778355,-0.15180777,-0.20369533,-0.19987139,-0.20479181,-0.19250584,-0.17073458, 
2507.44,-0.15384953,-0.01092059,-0.06101195,-0.11562262,-0.11118691,-0.08856551,-0.08503682,-0.18602073,-0.15177432,-0.20791182,-0.19922408,-0.20669748,-0.19543491,-0.17061062, 
2507.64,-0.14973027,-0.00775583,-0.05993329,-0.11333413,-0.11430193,-0.08747174,-0.08556485,-0.187114,-0.1498778,-0.20636171,-0.19851743,-0.20784728,-0.19734024,-0.17024791, 
2507.85,-0.15599996,-0.00814436,-0.06235406,-0.11687581,-0.11100915,-0.08894981,-0.0854005,-0.18748048,-0.14941986,-0.20541663,-0.19511116,-0.2078898,-0.19685788,-0.17382839, 
2508.05,-0.1557001,-0.01111466,-0.06617931,-0.11265347,-0.11361501,-0.08575095,-0.08471195,-0.18702023,-0.15023473,-0.20367412,-0.20272791,-0.20409676,-0.19262075,-0.17065541, 
2508.24,-0.15458111,-0.00635038,-0.06178944,-0.11396325,-0.11455783,-0.08573171,-0.0873347,-0.18631388,-0.15404327,-0.20653155,-0.19934236,-0.20753385,-0.1943728,-0.16835648, 
2508.42,-0.15541507,-0.00423931,-0.06529994,-0.11118645,-0.11393525,-0.08845752,-0.08615854,-0.18323527,-0.15103818,-0.20639095,-0.19936611,-0.20530762,-0.19524284,-0.17434242, 
2508.64,-0.154526,-0.00707411,-0.06374441,-0.1167862,-0.1144525,-0.08634128,-0.08463549,-0.18606356,-0.14724371,-0.20620081,-0.19975103,-0.20952436,-0.19851255,-0.17236423, 
2508.84,-0.15536061,-0.00806311,-0.06059877,-0.11325375,-0.11641978,-0.08931831,-0.08530191,-0.18413916,-0.15197027,-0.20627891,-0.19917664,-0.20575929,-0.19773489,-0.16904405, 
2509.05,-0.15021244,-0.00825776,-0.06435817,-0.11733531,-0.11383264,-0.08773946,-0.08668575,-0.18437441,-0.15332952,-0.20548081,-0.20329174,-0.2060162,-0.19740751,-0.17206456, 
2509.25,-0.15029866,-0.00645215,-0.064399,-0.1197521,-0.11534441,-0.0894255,-0.08498631,-0.19005814,-0.15106115,-0.20865956,-0.19767123,-0.20609111,-0.19282551,-0.1701981, 
2509.42,-0.15457891,-0.00817889,-0.06193712,-0.1177151,-0.10896804,-0.09155753,-0.08526386,-0.18713273,-0.15670718,-0.20939028,-0.20018288,-0.20580775,-0.19860736,-0.17041336, 
2509.64,-0.15205804,-0.00768843,-0.06184193,-0.11445165,-0.11459561,-0.08784547,-0.08683593,-0.18637861,-0.15061198,-0.20659679,-0.19769017,-0.20685117,-0.19743772,-0.17117484, 
2509.84,-0.15307784,-0.00941329,-0.06875386,-0.11370891,-0.11144231,-0.09088576,-0.08657015,-0.18649426,-0.15218502,-0.20580742,-0.19695005,-0.20752364,-0.1955092,-0.17124115, 
2510.03,-0.15482841,-0.01348878,-0.06243141,-0.11214276,-0.11181764,-0.09008235,-0.08615335,-0.18366708,-0.15239052,-0.20556141,-0.19612509,-0.21046443,-0.19318564,-0.17618965, 
2510.25,-0.1544793,-0.00969429,-0.06540531,-0.11512181,-0.11558195,-0.09080365,-0.08700014,-0.1852635,-0.15273929,-0.20938966,-0.20025137,-0.20750742,-0.19729166,-0.171014, 
2510.43,-0.15249763,-0.00713464,-0.06540497,-0.11141039,-0.11387876,-0.08558224,-0.08801541,-0.18895793,-0.15380593,-0.2049562,-0.2012132,-0.20362477,-0.19486304,-0.17027096, 
2510.64,-0.15657946,-0.00820674,-0.06259229,-0.11297081,-0.1138372,-0.09103544,-0.08654125,-0.18643531,-0.15113936,-0.2079919,-0.19876827,-0.20788243,-0.18971914,-0.1703207, 
2510.84,-0.15200362,-0.00958353,-0.06273529,-0.11603898,-0.11205995,-0.0910669,-0.08670308,-0.18722551,-0.15363625,-0.20988789,-0.20202407,-0.20505075,-0.19256525,-0.17239037, 
2511.03,-0.15402582,-0.0068967,-0.06258144,-0.11542769,-0.11499746,-0.08827431,-0.08290387,-0.18943089,-0.15186875,-0.20822415,-0.20026329,-0.20682584,-0.19578257,-0.17026569, 
2511.25,-0.15164338,-0.00565977,-0.0631703,-0.11383765,-0.11461579,-0.08786403,-0.08660965,-0.18595727,-0.14944568,-0.20790523,-0.1967482,-0.2077802,-0.19830768,-0.17100994, 
2511.45,-0.15408565,-0.00941397,-0.06261514,-0.11418711,-0.11196417,-0.08898777,-0.08691408,-0.18494982,-0.14812389,-0.20533191,-0.20179772,-0.20546541,-0.19594978,-0.16710806, 
2511.62,-0.15384176,-0.01070362,-0.06005388,-0.11598384,-0.11165072,-0.084585,-0.08881064,-0.18462737,-0.15000664,-0.20631365,-0.19989394,-0.21011196,-0.19567867,-0.17096321, 
2511.84,-0.15472209,-0.00766625,-0.06256575,-0.11719311,-0.11076324,-0.08806614,-0.08855134,-0.18583354,-0.14925407,-0.20913419,-0.19831266,-0.20691156,-0.19344455,-0.17283551, 
2512.04,-0.15495467,-0.00845355,-0.06303935,-0.11777709,-0.11242123,-0.08902219,-0.08553711,-0.18671916,-0.1518998,-0.20134397,-0.19808252,-0.20577092,-0.19404814,-0.17107482, 
2512.23,-0.15431789,-0.00971476,-0.06368586,-0.10908781,-0.11239596,-0.09243306,-0.09068218,-0.18589638,-0.15118289,-0.20811136,-0.19939911,-0.20561264,-0.19316064,-0.17068033, 
2512.45,-0.15393135,-0.00846963,-0.06151601,-0.11774581,-0.11587019,-0.08790592,-0.08532236,-0.18620043,-0.14722088,-0.20312375,-0.19879821,-0.20947245,-0.19547126,-0.17306194, 
2512.63,-0.15085176,-0.0087832,-0.06313611,-0.11720477,-0.11330893,-0.08884403,-0.08887543,-0.18230839,-0.14953919,-0.20737457,-0.20159324,-0.20541568,-0.1956767,-0.16819423, 
2512.82,-0.15535091,-0.00821981,-0.06519658,-0.11232799,-0.11544885,-0.08656158,-0.08437343,-0.18379398,-0.15283465,-0.20739171,-0.19626528,-0.20432928,-0.19579878,-0.17014964, 
2513.04,-0.15376331,-0.00798011,-0.06287256,-0.11701386,-0.11215027,-0.08966709,-0.08766785,-0.18670364,-0.15028907,-0.20315897,-0.19869959,-0.2096108,-0.19323851,-0.17121711, 
2513.24,-0.15390202,-0.00678686,-0.06467216,-0.11339118,-0.11273689,-0.0902774,-0.0866938,-0.18789589,-0.14961497,-0.20959637,-0.20067202,-0.2058605,-0.19560958,-0.17185156, 
2513.43,-0.15186951,-0.01049577,-0.0648529,-0.11291976,-0.11290612,-0.09141435,-0.08527108,-0.18368331,-0.15115544,-0.20981197,-0.19734028,-0.20537493,-0.19368283,-0.17033012, 
2513.65,-0.15499786,-0.00512316,-0.063945,-0.11414661,-0.11560488,-0.09285082,-0.08523425,-0.18678382,-0.15345421,-0.20454882,-0.20106681,-0.20702377,-0.19464916,-0.16847889, 
2513.84,-0.15311936,-0.00974616,-0.06631842,-0.11315102,-0.11409233,-0.09195636,-0.09018448,-0.18889272,-0.15284002,-0.20610657,-0.19721696,-0.20529044,-0.19544269,-0.170635, 
2514.04,-0.15096061,-0.00858151,-0.06552207,-0.11629661,-0.11561003,-0.08729082,-0.08458932,-0.18517911,-0.15098624,-0.20812896,-0.19678567,-0.2069712,-0.1965197,-0.17340849, 
2514.24,-0.15224102,-0.00552656,-0.06015067,-0.11612088,-0.11399837,-0.08838377,-0.08702378,-0.18874356,-0.1531952,-0.20480022,-0.200262,-0.21015573,-0.19726579,-0.17189202, 
2514.44,-0.15402573,-0.00706386,-0.06755123,-0.11819045,-0.11260906,-0.08976026,-0.08752831,-0.18601574,-0.15397227,-0.20611562,-0.19835585,-0.20268771,-0.19457665,-0.16884382, 
2514.65,-0.15316337,-0.0104945,-0.06577999,-0.11518938,-0.11574302,-0.08655334,-0.08356121,-0.18538679,-0.15475714,-0.20682089,-0.1966484,-0.20951439,-0.1972997,-0.17500237, 
2514.83,-0.15102482,-0.00253145,-0.06018491,-0.11430842,-0.11433177,-0.08948737,-0.08453552,-0.18898153,-0.14917728,-0.20769766,-0.20045537,-0.20723832,-0.19604436,-0.17344733, 
2515.04,-0.15527855,-0.00732913,-0.06520791,-0.11572804,-0.1170113,-0.09028273,-0.08605998,-0.18608682,-0.15249287,-0.21054696,-0.20160399,-0.20504159,-0.19302565,-0.17114216, 
2515.24,-0.15213129,-0.00770864,-0.06675924,-0.11421645,-0.11845125,-0.08912193,-0.08723855,-0.18945418,-0.15183343,-0.20638454,-0.1982294,-0.20872971,-0.19756283,-0.16986001, 
2515.44,-0.15299846,-0.01217718,-0.06197424,-0.11650121,-0.11560658,-0.09237099,-0.09007445,-0.18865827,-0.1515522,-0.20916653,-0.19803517,-0.20630619,-0.19568089,-0.16924067, 
2515.65,-0.15414721,-0.00749592,-0.06554933,-0.11645328,-0.11881613,-0.09641895,-0.08571253,-0.18532005,-0.15044643,-0.20779516,-0.20050922,-0.20916398,-0.19668062,-0.16996837, 
2515.85,-0.15231167,-0.0098229,-0.06195693,-0.11432655,-0.11384421,-0.08778504,-0.08657323,-0.18605667,-0.15335993,-0.20867215,-0.20082115,-0.20540999,-0.19785133,-0.17107587, 
2516.04,-0.15356748,-0.00955852,-0.06560612,-0.11465397,-0.11220103,-0.09114366,-0.08460806,-0.18546727,-0.15089193,-0.20752819,-0.19732575,-0.20720145,-0.19040401,-0.17281339, 
2516.24,-0.15318438,-0.00611349,-0.06294488,-0.11482464,-0.11400536,-0.09043466,-0.08778112,-0.18909179,-0.14878526,-0.20623392,-0.19887099,-0.206277,-0.19357799,-0.17412055, 
2516.44,-0.15449111,-0.00983578,-0.06402628,-0.11571716,-0.113895,-0.08562265,-0.08559927,-0.18595651,-0.14906104,-0.20327066,-0.19956709,-0.20495178,-0.19118871,-0.17073998, 
