 Data Alignment: None,,,,,,,,,,,,,,,
 Data Alignment Step: 0,,,,,,,,,,,,,,,
C:\Users\Labuser\Desktop\Laras\20230125_AR2G_1OLD\Experiment_1, 230125_001.frd, 230125_002.frd, 230125_003.frd, 230125_004.frd, 230125_005.frd, 230125_006.frd, 230125_007.frd, 230125_008.frd, 230125_009.frd, 230125_010.frd, 230125_011.frd, 230125_012.frd, 230125_013.frd, 230125_014.frd, 
X Values, A1, B1, C1, D1, E1, F1, G1, A2, B2, C2, D2, E2, F2, G2, 
3259.24,-0.16204387,-0.05728567,-0.07721449,-0.11952783,-0.1187068,-0.09353749,-0.09082938,-0.1914918,-0.17311475,-0.21028626,-0.20108791,-0.20423868,-0.19541378,-0.17526208, 
3259.43,-0.16314444,-0.05170355,-0.0748081,-0.12253874,-0.12072646,-0.09562181,-0.08624902,-0.18777074,-0.17929648,-0.21348095,-0.20613213,-0.21078052,-0.19655174,-0.17291489, 
3259.65,-0.16119027,-0.05458845,-0.0758461,-0.12074547,-0.12135361,-0.0959098,-0.08845953,-0.19022796,-0.17370245,-0.21348706,-0.20214953,-0.20964943,-0.19897985,-0.17453912, 
3259.85,-0.16296051,-0.05581651,-0.07689464,-0.11947864,-0.12171607,-0.0966359,-0.0920315,-0.18898614,-0.1778776,-0.21207078,-0.20000336,-0.21157524,-0.1942943,-0.17592047, 
3260.04,-0.15930907,-0.05750616,-0.07442764,-0.12031136,-0.11950631,-0.09554134,-0.09074691,-0.18506341,-0.17983527,-0.21067514,-0.20217822,-0.20906623,-0.19546746,-0.17329846, 
3260.24,-0.16064137,-0.05478833,-0.07396502,-0.1186342,-0.118729,-0.09806487,-0.0877059,-0.19025306,-0.17599106,-0.21176445,-0.20172238,-0.21070166,-0.19820197,-0.17126377, 
3260.45,-0.15884665,-0.05905026,-0.07551667,-0.12208211,-0.12198371,-0.09623898,-0.09131414,-0.18897587,-0.17598358,-0.21369348,-0.20162323,-0.20817241,-0.20017792,-0.17580579, 
3260.63,-0.16095394,-0.0548959,-0.07403634,-0.12303915,-0.12192584,-0.09374554,-0.08880628,-0.18777113,-0.17834918,-0.2109123,-0.20346703,-0.20938542,-0.19861509,-0.17404108, 
3260.85,-0.15960656,-0.05440069,-0.07552403,-0.11965179,-0.11686598,-0.09848768,-0.09179804,-0.18965046,-0.17326513,-0.21373457,-0.20081036,-0.212017,-0.19526449,-0.17349163, 
3261.04,-0.16272926,-0.05195311,-0.0763953,-0.12263925,-0.12175228,-0.09686164,-0.08946649,-0.19155392,-0.17800835,-0.20876613,-0.20350946,-0.20735046,-0.19981851,-0.17381698, 
3261.24,-0.16202877,-0.05940744,-0.0786559,-0.12176394,-0.1200188,-0.09386788,-0.08578377,-0.18942915,-0.17338921,-0.21064073,-0.20383708,-0.21365112,-0.19857714,-0.1747829, 
3261.44,-0.15828526,-0.05560931,-0.07801918,-0.12471153,-0.12275103,-0.09627957,-0.08987159,-0.18764117,-0.17657992,-0.20822325,-0.20284334,-0.20570593,-0.20170707,-0.17410424, 
3261.63,-0.15984684,-0.05436813,-0.07526505,-0.12431442,-0.11636215,-0.0938698,-0.08898977,-0.1924413,-0.17946018,-0.21023014,-0.20469002,-0.20912167,-0.19381434,-0.17364454, 
3261.83,-0.15937905,-0.05761851,-0.07784244,-0.12105469,-0.1211061,-0.09646512,-0.09186418,-0.18932451,-0.17571096,-0.21388637,-0.20240045,-0.20401578,-0.19871351,-0.17543294, 
3262.05,-0.16378349,-0.05197874,-0.0768682,-0.12351648,-0.11864298,-0.09626599,-0.09091637,-0.19064774,-0.17779309,-0.21274544,-0.2016103,-0.21401648,-0.19948836,-0.17269927, 
3262.24,-0.16087596,-0.05450024,-0.07833628,-0.11666028,-0.12558919,-0.09582117,-0.0927694,-0.18913384,-0.17573297,-0.21200168,-0.20234285,-0.21327306,-0.1985925,-0.17549282, 
3262.43,-0.16248748,-0.06073374,-0.07608245,-0.12271989,-0.1224876,-0.09683634,-0.08739266,-0.18985274,-0.17768684,-0.21366878,-0.19937885,-0.2099666,-0.19650026,-0.173825, 
3262.65,-0.16339025,-0.05799922,-0.07708351,-0.1205577,-0.12598102,-0.09450676,-0.09256916,-0.18643649,-0.17825703,-0.213377,-0.20156115,-0.20899425,-0.19954868,-0.1743816, 
3262.85,-0.16038685,-0.05858084,-0.07668526,-0.12214016,-0.12036334,-0.09583516,-0.08818926,-0.19013402,-0.1764867,-0.21146701,-0.20319654,-0.21015479,-0.20001724,-0.17574102, 
3263.05,-0.16087031,-0.05564978,-0.07678974,-0.12283718,-0.12118839,-0.09669112,-0.08812886,-0.18790221,-0.17605501,-0.21183163,-0.20076734,-0.21312377,-0.19844089,-0.17611606, 
3263.25,-0.16013864,-0.05486049,-0.07930028,-0.12076933,-0.12372272,-0.095342,-0.09247952,-0.19213824,-0.17579073,-0.21125053,-0.2010598,-0.20745443,-0.19871858,-0.17494147, 
3263.44,-0.15975213,-0.055193,-0.07318078,-0.12015256,-0.11994511,-0.09431995,-0.08951861,-0.18854059,-0.17578235,-0.21337365,-0.20241994,-0.20866731,-0.19543688,-0.17396484, 
3263.64,-0.16262524,-0.05452317,-0.0728415,-0.11965232,-0.1225559,-0.09596058,-0.08502027,-0.18998612,-0.1770788,-0.21239319,-0.20070076,-0.20628722,-0.20043913,-0.17658085, 
3263.85,-0.1592042,-0.05522584,-0.07562963,-0.1226416,-0.12053449,-0.09504682,-0.09350427,-0.19051059,-0.17517796,-0.20752962,-0.20446105,-0.21211267,-0.19623402,-0.17418014, 
3264.05,-0.16121249,-0.0517768,-0.07406542,-0.12313509,-0.12274094,-0.09275788,-0.09256417,-0.18956017,-0.17397018,-0.21376352,-0.20391339,-0.21346584,-0.19943145,-0.17381111, 
3264.25,-0.1596711,-0.05473324,-0.07852663,-0.12020525,-0.11768463,-0.09557679,-0.08906166,-0.18723372,-0.1790434,-0.21457623,-0.20172039,-0.21124868,-0.20078704,-0.17357908, 
3264.44,-0.16293766,-0.05543807,-0.07494643,-0.12130838,-0.1226813,-0.0945427,-0.09159631,-0.18895243,-0.17852199,-0.21030782,-0.20298348,-0.21031238,-0.19795421,-0.16879156, 
3264.64,-0.16164882,-0.05882545,-0.07446315,-0.1219255,-0.12239894,-0.09529313,-0.08752371,-0.18895718,-0.1794748,-0.21433578,-0.20422162,-0.20899099,-0.19825469,-0.1682151, 
3264.84,-0.16040789,-0.05711737,-0.08005729,-0.12353449,-0.12362589,-0.0972958,-0.09020707,-0.18821883,-0.17519359,-0.21437772,-0.20381764,-0.21147718,-0.19909512,-0.17137134, 
3265.03,-0.16358319,-0.05738455,-0.07315972,-0.12521651,-0.1227166,-0.09758292,-0.09081046,-0.19125497,-0.17951277,-0.21264733,-0.20363645,-0.20863445,-0.19530816,-0.17229314, 
3265.25,-0.16053671,-0.05435347,-0.07735173,-0.12291524,-0.12079965,-0.09434142,-0.08960158,-0.1863866,-0.17217842,-0.21315937,-0.20271607,-0.21190998,-0.19669406,-0.1729531, 
3265.45,-0.16261937,-0.05472078,-0.07807725,-0.11941466,-0.12030891,-0.09403852,-0.09099327,-0.19112355,-0.1762301,-0.2119765,-0.20205845,-0.21218161,-0.20067669,-0.1722611, 
3265.62,-0.16013685,-0.05799785,-0.07598464,-0.12273557,-0.12024352,-0.09616489,-0.09216148,-0.19125822,-0.17801066,-0.21634085,-0.19888577,-0.20910068,-0.1962707,-0.17460714, 
3265.84,-0.16021094,-0.05540649,-0.07864802,-0.12090889,-0.1226074,-0.09371562,-0.08691808,-0.18893962,-0.1769276,-0.20821381,-0.19961281,-0.20737097,-0.19575134,-0.1714018, 
3266.05,-0.16409706,-0.05683852,-0.0752922,-0.12249869,-0.12358133,-0.09725308,-0.08868558,-0.19078344,-0.17437427,-0.21344747,-0.20174563,-0.20662887,-0.19990821,-0.17269686, 
3266.23,-0.15964165,-0.05770251,-0.07543668,-0.12059946,-0.12317252,-0.09762947,-0.09103379,-0.18618797,-0.17591615,-0.20931488,-0.2024904,-0.21234356,-0.19770834,-0.17144169, 
3266.45,-0.16171201,-0.05709179,-0.07443818,-0.11986877,-0.12173259,-0.09504352,-0.09038694,-0.19012623,-0.17547068,-0.21407695,-0.19978796,-0.21003495,-0.19817302,-0.17333746, 
3266.65,-0.15971731,-0.05672747,-0.07811868,-0.12065356,-0.12218937,-0.09341066,-0.09009299,-0.19182453,-0.17719048,-0.21621275,-0.20083778,-0.20764458,-0.19530399,-0.16951042, 
3266.83,-0.15897851,-0.05604437,-0.07453429,-0.12299749,-0.12109937,-0.09672694,-0.09102008,-0.19312765,-0.17580067,-0.20988755,-0.2014132,-0.21084505,-0.19793212,-0.17261221, 
3267.04,-0.16122963,-0.05818434,-0.07732309,-0.11812053,-0.12273496,-0.0934783,-0.08816112,-0.18997307,-0.17684054,-0.21359174,-0.20030837,-0.20741409,-0.19509768,-0.17483789, 
3267.25,-0.1602893,-0.05859425,-0.07391497,-0.1240762,-0.12125547,-0.09659057,-0.08936166,-0.18776385,-0.1779837,-0.21341634,-0.20199215,-0.21101803,-0.19756463,-0.17565195, 
3267.43,-0.15929177,-0.05436703,-0.07671314,-0.12124809,-0.12147978,-0.09509341,-0.08516554,-0.19004184,-0.1791808,-0.21053778,-0.20539764,-0.20414525,-0.2019455,-0.17396337, 
3267.65,-0.16097732,-0.05492418,-0.07669305,-0.12124798,-0.12002936,-0.09332853,-0.09282584,-0.18779297,-0.1765655,-0.20892531,-0.20155169,-0.20548883,-0.19897979,-0.17168245, 
3267.84,-0.15820809,-0.0541748,-0.07414418,-0.12317488,-0.12078045,-0.09650452,-0.09386374,-0.1902732,-0.17841046,-0.21465153,-0.20068039,-0.20830415,-0.19941629,-0.17676571, 
3268.03,-0.16432709,-0.05666332,-0.07601072,-0.12336148,-0.12174702,-0.09796392,-0.09046073,-0.19101152,-0.18232206,-0.21206142,-0.20289102,-0.20977394,-0.19760562,-0.17261983, 
3268.25,-0.15974796,-0.05888625,-0.07183868,-0.12002454,-0.1210485,-0.09946037,-0.08884794,-0.18896624,-0.17490141,-0.21148418,-0.20236313,-0.2084662,-0.20092705,-0.17739792, 
3268.43,-0.16146286,-0.0560411,-0.07765339,-0.12203357,-0.12015367,-0.09573439,-0.09203116,-0.1887629,-0.17927663,-0.21161559,-0.20357352,-0.20707108,-0.19892858,-0.17513719, 
3268.64,-0.160696,-0.05471123,-0.07415494,-0.12406521,-0.12262177,-0.09679434,-0.0898173,-0.18721183,-0.17411454,-0.20948564,-0.20207314,-0.20667863,-0.19816308,-0.17217806, 
3268.85,-0.16012773,-0.05568061,-0.07766553,-0.11924123,-0.11852679,-0.09355131,-0.08935329,-0.18990716,-0.1766302,-0.21051729,-0.20266911,-0.21246119,-0.19721425,-0.17512965, 
3269.04,-0.16306126,-0.05669756,-0.07731063,-0.12098955,-0.12133682,-0.09737116,-0.0860461,-0.18533672,-0.17578803,-0.21440573,-0.20392726,-0.20855196,-0.19535479,-0.17702715, 
3269.23,-0.16043174,-0.05560042,-0.07440902,-0.12233046,-0.12297319,-0.09917721,-0.08562604,-0.18866521,-0.17692895,-0.21250446,-0.20055901,-0.20674537,-0.19845389,-0.17488873, 
3269.45,-0.15645197,-0.0526788,-0.08139575,-0.12357106,-0.12003791,-0.09523206,-0.08861028,-0.18973909,-0.17695285,-0.21200523,-0.20233099,-0.20807949,-0.20031804,-0.17190285, 
3269.65,-0.16208567,-0.05218954,-0.07459681,-0.12029015,-0.12099256,-0.09795568,-0.09071041,-0.19276437,-0.17837009,-0.21709605,-0.19991496,-0.20874722,-0.19714178,-0.1749312, 
3269.85,-0.1615396,-0.05372618,-0.07277028,-0.12258218,-0.12170722,-0.09829707,-0.08671229,-0.19097191,-0.18070748,-0.21623954,-0.20488733,-0.2097804,-0.19590397,-0.17229532, 
3270.07,-0.16443749,-0.05545868,-0.07677002,-0.12088858,-0.12148733,-0.09345918,-0.09205754,-0.18870533,-0.17812102,-0.21138999,-0.20528069,-0.21176404,-0.20255229,-0.17316052, 
3270.23,-0.15933448,-0.05445669,-0.07425218,-0.12443738,-0.12296693,-0.09863782,-0.08917563,-0.19085471,-0.18037185,-0.21010441,-0.20085104,-0.20939718,-0.19388208,-0.17151974, 
3270.43,-0.15892601,-0.05300346,-0.07397535,-0.12242804,-0.12327926,-0.0980735,-0.08873125,-0.19080265,-0.17984271,-0.20946297,-0.20056431,-0.2073286,-0.19867039,-0.17534748, 
3270.65,-0.16314296,-0.05574926,-0.07974076,-0.12383572,-0.12193623,-0.09668358,-0.09061764,-0.19042495,-0.17755364,-0.2085142,-0.20153925,-0.2120665,-0.19811077,-0.17700931, 
3270.85,-0.15958919,-0.05832085,-0.0744173,-0.12404463,-0.11785031,-0.09334065,-0.09063817,-0.18835476,-0.17622992,-0.21214911,-0.20047854,-0.2090061,-0.19795115,-0.17772752, 
3271.05,-0.16177741,-0.05840346,-0.07489349,-0.12429532,-0.12276512,-0.09408727,-0.09000847,-0.19250581,-0.17695509,-0.21177278,-0.20051114,-0.21085924,-0.19400249,-0.17120424, 
3271.23,-0.1594099,-0.05825707,-0.07770844,-0.11851608,-0.11975804,-0.09497859,-0.08856376,-0.18791668,-0.17262211,-0.21354969,-0.19998421,-0.20865561,-0.1980994,-0.16976821, 
3271.44,-0.15905395,-0.05282069,-0.07694955,-0.12057231,-0.1226553,-0.09385507,-0.08763614,-0.19191734,-0.17859183,-0.20928422,-0.20380098,-0.21100852,-0.20318176,-0.17256203, 
3271.65,-0.16022529,-0.05398536,-0.07446823,-0.12304635,-0.12464797,-0.09831586,-0.09303343,-0.19187866,-0.17471865,-0.2100945,-0.20387238,-0.20699814,-0.20228954,-0.17424455, 
3271.83,-0.15693611,-0.05431881,-0.07512648,-0.12384022,-0.12008661,-0.09968515,-0.09184282,-0.1896216,-0.17495002,-0.21073018,-0.20138623,-0.20622411,-0.19939093,-0.16980729, 
3272.05,-0.16067429,-0.05516727,-0.07881004,-0.12411496,-0.11912158,-0.09622297,-0.09085395,-0.19243,-0.17633376,-0.20831504,-0.20050883,-0.21053781,-0.19871189,-0.17339875, 
3272.24,-0.15763704,-0.05359561,-0.07765011,-0.11983576,-0.1221986,-0.09879325,-0.09216367,-0.18973351,-0.17981282,-0.20974578,-0.20045888,-0.20619428,-0.19562435,-0.17700821, 
3272.43,-0.16204391,-0.05159279,-0.0755065,-0.12371838,-0.12477208,-0.09914178,-0.08958119,-0.18821535,-0.17406496,-0.20560426,-0.20326662,-0.20780872,-0.19991785,-0.1744542, 
3272.64,-0.15694895,-0.05539399,-0.07859197,-0.1230606,-0.12022449,-0.09549697,-0.09188013,-0.19064416,-0.17953639,-0.21297869,-0.19957638,-0.20741154,-0.19921558,-0.17471091, 
3272.85,-0.15811817,-0.05368772,-0.07509761,-0.12340361,-0.12390757,-0.09594199,-0.08942104,-0.18947254,-0.17526387,-0.20954631,-0.20303883,-0.20693167,-0.20059599,-0.17532797, 
3273.03,-0.1606589,-0.0566195,-0.07579871,-0.11993844,-0.12354609,-0.09582947,-0.09322508,-0.1883907,-0.17778069,-0.21092208,-0.20258056,-0.21136603,-0.19593944,-0.17182088, 
3273.25,-0.1610682,-0.05250394,-0.07603333,-0.120707,-0.12642121,-0.09679248,-0.08874864,-0.19067207,-0.17934236,-0.21142089,-0.20382361,-0.21024223,-0.19978462,-0.17601159, 
3273.44,-0.15837188,-0.0554032,-0.07734746,-0.1250882,-0.1202683,-0.09825484,-0.08971018,-0.18850663,-0.17586555,-0.21207576,-0.19944035,-0.20806606,-0.19546017,-0.17534718, 
3273.63,-0.15776515,-0.05771912,-0.07749203,-0.11488445,-0.12198212,-0.09485884,-0.08802633,-0.18789089,-0.1785927,-0.21204665,-0.19923769,-0.20919728,-0.19526619,-0.17320625, 
3273.85,-0.15991144,-0.05585469,-0.07401092,-0.12370726,-0.12119564,-0.09317778,-0.09068616,-0.19023304,-0.17653598,-0.21161829,-0.20213781,-0.2101364,-0.1956124,-0.16983455, 
3274.05,-0.15816756,-0.06050372,-0.07764203,-0.12262176,-0.12467365,-0.09764869,-0.09076554,-0.18648508,-0.17789298,-0.20950584,-0.20294675,-0.21133754,-0.20221163,-0.17526568, 
3274.24,-0.16225623,-0.0528192,-0.0748657,-0.12150943,-0.11782207,-0.09977851,-0.09130697,-0.18875979,-0.17737061,-0.21054631,-0.20217691,-0.20959499,-0.19750047,-0.17298374, 
3274.45,-0.16037981,-0.0534706,-0.0776704,-0.12368616,-0.12104453,-0.09344606,-0.08994617,-0.19057173,-0.17740066,-0.21012942,-0.19989745,-0.2092838,-0.20127313,-0.17201938, 
3274.63,-0.1597434,-0.05596171,-0.07762667,-0.1221479,-0.11987785,-0.09697761,-0.09347094,-0.18715799,-0.17823802,-0.21173102,-0.20018964,-0.21025118,-0.19886146,-0.17358637, 
3274.83,-0.15989359,-0.05752604,-0.07917853,-0.11806485,-0.11727899,-0.0938583,-0.09277693,-0.18877657,-0.17888817,-0.21430092,-0.20172796,-0.21184462,-0.20270732,-0.1739963, 
3275.05,-0.15981321,-0.05455156,-0.07355005,-0.12318204,-0.12021267,-0.0917176,-0.08928616,-0.18789443,-0.17844197,-0.21319266,-0.19865055,-0.20591345,-0.19436312,-0.17296864, 
3275.23,-0.16124445,-0.05589527,-0.07513601,-0.12163166,-0.11985782,-0.09710227,-0.08957603,-0.18846336,-0.18021064,-0.21020815,-0.20538443,-0.20979595,-0.20172726,-0.17686579, 
3275.44,-0.16019174,-0.05544915,-0.07458298,-0.12321007,-0.12299089,-0.09369469,-0.08793719,-0.18616478,-0.1781128,-0.20873933,-0.20336422,-0.21100146,-0.19673876,-0.17397851, 
3275.64,-0.16266708,-0.05264835,-0.07986319,-0.12191212,-0.12036844,-0.09635566,-0.08896284,-0.18750142,-0.17765452,-0.21264452,-0.19956957,-0.20865849,-0.19821374,-0.17349507, 
3275.83,-0.16144633,-0.05968501,-0.07903385,-0.12136716,-0.12155759,-0.09851296,-0.08928943,-0.19184205,-0.17475803,-0.21350965,-0.20175925,-0.20953321,-0.19939879,-0.17277725, 
3276.03,-0.16239582,-0.05357025,-0.0780312,-0.12658548,-0.12131172,-0.09406059,-0.09020329,-0.19086923,-0.17825913,-0.21297717,-0.20347816,-0.20742187,-0.198139,-0.17281243, 
3276.25,-0.16220702,-0.05441166,-0.07547183,-0.12259365,-0.11745622,-0.09212951,-0.09293296,-0.1870473,-0.17404391,-0.21292293,-0.20524637,-0.20926142,-0.19994253,-0.17436126, 
3276.45,-0.15873639,-0.05316241,-0.07424852,-0.12160146,-0.12349256,-0.09579775,-0.08726745,-0.18877041,-0.17775053,-0.21124744,-0.20008329,-0.21046504,-0.19962263,-0.17322764, 
3276.64,-0.15716362,-0.05561816,-0.07508501,-0.11971681,-0.12206154,-0.09438793,-0.08810864,-0.19010355,-0.17584057,-0.21486072,-0.20057936,-0.2087923,-0.20030388,-0.1729081, 
3276.84,-0.16086781,-0.05246164,-0.073723,-0.12088633,-0.12446067,-0.09647138,-0.08879331,-0.18974476,-0.17576589,-0.21314162,-0.20472237,-0.20984004,-0.19877318,-0.17387684, 
3277.03,-0.157217,-0.05392765,-0.07425277,-0.12351423,-0.12231522,-0.0949919,-0.09004297,-0.18607,-0.17795551,-0.21212156,-0.19880362,-0.212751,-0.19969447,-0.1736002, 
3277.23,-0.16080059,-0.05294829,-0.07656611,-0.11984848,-0.12527846,-0.09696632,-0.08768791,-0.18593369,-0.17802154,-0.21632001,-0.19934282,-0.20631321,-0.19870895,-0.17130589, 
3277.45,-0.15887107,-0.05653311,-0.07389988,-0.12293029,-0.11828028,-0.09415089,-0.08721996,-0.18805006,-0.17778178,-0.21498705,-0.20713156,-0.20723592,-0.19988681,-0.17372949, 
3277.65,-0.15839346,-0.06057264,-0.07550083,-0.12266324,-0.12282792,-0.09239006,-0.08588659,-0.18689232,-0.17527036,-0.21636476,-0.20045015,-0.20954941,-0.19906306,-0.16925895, 
3277.84,-0.16339481,-0.05598802,-0.07756773,-0.12204818,-0.12173335,-0.09581598,-0.08938568,-0.18989784,-0.17761447,-0.21249498,-0.20035598,-0.21183503,-0.20332704,-0.17267759, 
3278.04,-0.1609626,-0.05828931,-0.07705252,-0.12331732,-0.12124895,-0.09455616,-0.08654102,-0.19222726,-0.172306,-0.21273486,-0.2011485,-0.20868243,-0.19613561,-0.17760693, 
3278.24,-0.15948685,-0.05890712,-0.07424737,-0.12402385,-0.12125651,-0.0989252,-0.09057853,-0.19313087,-0.17508091,-0.21249644,-0.20649832,-0.21169794,-0.19846338,-0.17551127, 
3278.45,-0.15852772,-0.05644401,-0.07732936,-0.12251665,-0.11880177,-0.09251554,-0.0912574,-0.18890916,-0.17569134,-0.21367955,-0.20407531,-0.21297421,-0.19862279,-0.17417055, 
3278.63,-0.16368851,-0.05185417,-0.0766955,-0.1170117,-0.12172529,-0.0941673,-0.08890354,-0.18895784,-0.17698152,-0.20814919,-0.20159377,-0.21067515,-0.19722082,-0.17610225, 
3278.85,-0.15932347,-0.05903067,-0.07818408,-0.12023823,-0.12140279,-0.09257279,-0.08749396,-0.18856429,-0.17493434,-0.21062741,-0.204427,-0.2096104,-0.19585022,-0.17286018, 
3279.04,-0.16209207,-0.0553064,-0.07416623,-0.1243503,-0.12125189,-0.09408075,-0.08675666,-0.18559615,-0.17364351,-0.2096909,-0.20002289,-0.2119893,-0.19740331,-0.17602114, 
3279.23,-0.15864491,-0.05990251,-0.07973938,-0.12307701,-0.11833013,-0.09777687,-0.08722099,-0.19096151,-0.1752698,-0.21004403,-0.20051178,-0.20941561,-0.19673139,-0.17275961, 
3279.45,-0.16201979,-0.0571092,-0.07597917,-0.12295837,-0.122618,-0.09687006,-0.0901688,-0.18491456,-0.17762689,-0.21206068,-0.20746484,-0.20872924,-0.19893381,-0.17475091, 
3279.65,-0.16053207,-0.05862704,-0.07694814,-0.12096137,-0.11764412,-0.09589017,-0.0893635,-0.18942921,-0.1789837,-0.2141102,-0.2019901,-0.21143581,-0.19946405,-0.17712602, 
3279.84,-0.15685402,-0.0579268,-0.07979394,-0.11985428,-0.11986718,-0.09598479,-0.0918949,-0.18814635,-0.17498979,-0.21121514,-0.20088267,-0.20748007,-0.20114855,-0.17187336, 
3280.04,-0.16341166,-0.05750218,-0.07748096,-0.12487821,-0.11997312,-0.09615742,-0.08701063,-0.19004086,-0.18148118,-0.21309936,-0.20480433,-0.21036859,-0.19759579,-0.17502397, 
3280.24,-0.16445802,-0.05767217,-0.07356482,-0.12120552,-0.1217364,-0.09246658,-0.08727577,-0.18964574,-0.17602515,-0.21287738,-0.20215647,-0.20824005,-0.19702712,-0.17696908, 
3280.43,-0.1585592,-0.05371218,-0.07334827,-0.12494718,-0.12243879,-0.09713472,-0.08768202,-0.18881883,-0.17627689,-0.20975943,-0.20277853,-0.20839112,-0.19794048,-0.17423843, 
3280.65,-0.16041061,-0.05936194,-0.07465315,-0.12123305,-0.11879706,-0.0902277,-0.09097173,-0.19037351,-0.17876008,-0.21159863,-0.19979884,-0.2090591,-0.19502977,-0.17588851, 
3280.85,-0.15862657,-0.05332692,-0.07789402,-0.12017016,-0.12032996,-0.09753733,-0.08947787,-0.18913922,-0.1788267,-0.20914538,-0.20046689,-0.211376,-0.19568339,-0.175262, 
3281.04,-0.15900578,-0.05250468,-0.07412434,-0.11946027,-0.11947545,-0.09395637,-0.08973013,-0.18846732,-0.17915879,-0.21041745,-0.19983095,-0.20822491,-0.19340162,-0.17183106, 
3281.24,-0.15840702,-0.0570861,-0.07646808,-0.12043174,-0.11895943,-0.09725653,-0.09041598,-0.18990526,-0.17727757,-0.21089955,-0.20597717,-0.21120945,-0.20215847,-0.1725744, 
3281.44,-0.16050996,-0.05230854,-0.07732923,-0.12442166,-0.12361515,-0.09756912,-0.08984984,-0.19189562,-0.17760408,-0.20926122,-0.20315902,-0.20785868,-0.20128426,-0.17330557, 
3281.63,-0.16346096,-0.05349698,-0.07791768,-0.12432727,-0.12007862,-0.09691253,-0.08916535,-0.18746479,-0.17475003,-0.21258679,-0.19952358,-0.21363401,-0.19963908,-0.17387392, 
3281.85,-0.16130717,-0.05418095,-0.07761882,-0.12263083,-0.12247371,-0.09621888,-0.08982591,-0.18984583,-0.17543381,-0.21577004,-0.20327784,-0.20687695,-0.19674209,-0.17220373, 
3282.04,-0.1579265,-0.05594773,-0.07758936,-0.12422298,-0.12446847,-0.09723171,-0.08934671,-0.18921869,-0.17905337,-0.21049035,-0.20352799,-0.20844662,-0.19855013,-0.1711171, 
3282.24,-0.15754886,-0.05403355,-0.07815494,-0.12013352,-0.12027403,-0.09508092,-0.09076757,-0.18976538,-0.17629369,-0.21057694,-0.20339218,-0.2058136,-0.19470185,-0.17394131, 
3282.44,-0.16081855,-0.05662488,-0.07728584,-0.11866905,-0.1202332,-0.09773548,-0.08773276,-0.18879852,-0.178372,-0.21478617,-0.20011711,-0.20683578,-0.19400316,-0.17384525, 
3282.63,-0.16401985,-0.0576377,-0.07794164,-0.12322494,-0.11944523,-0.09402473,-0.09458726,-0.19323936,-0.17811936,-0.2144935,-0.1984618,-0.20846926,-0.19817607,-0.17585012, 
3282.83,-0.1602775,-0.05250445,-0.07807729,-0.12254574,-0.12577556,-0.09569731,-0.09072195,-0.18937257,-0.17538938,-0.2115889,-0.19920459,-0.20879735,-0.19654019,-0.17234324, 
3283.05,-0.15849957,-0.05617709,-0.0789157,-0.12220635,-0.12371575,-0.09700122,-0.09031053,-0.19163841,-0.17344873,-0.21539365,-0.20294747,-0.21034923,-0.1989,-0.17792366, 
3283.25,-0.16085589,-0.05590795,-0.07227149,-0.12060287,-0.12307634,-0.09585569,-0.09081421,-0.1850924,-0.17725036,-0.20900492,-0.20180598,-0.20812233,-0.20036125,-0.1736012, 
3283.44,-0.1623745,-0.05459133,-0.07622435,-0.11968864,-0.12121052,-0.09438802,-0.09373416,-0.18629318,-0.17418084,-0.21287085,-0.20211968,-0.21008451,-0.19697833,-0.17388737, 
3283.63,-0.16235548,-0.05616443,-0.07742624,-0.12400773,-0.12293294,-0.09608365,-0.08952223,-0.18876177,-0.17744038,-0.21118021,-0.202897,-0.20597379,-0.20024794,-0.17201197, 
3283.83,-0.16104741,-0.05857363,-0.07373644,-0.12325662,-0.12594791,-0.09719828,-0.09019066,-0.18908338,-0.17610535,-0.21610819,-0.20096792,-0.20869663,-0.19680807,-0.17762026, 
3284.05,-0.15985698,-0.05671152,-0.07734801,-0.12296599,-0.12119647,-0.09496865,-0.08746024,-0.18776195,-0.17498159,-0.21168096,-0.20258148,-0.21153596,-0.19782192,-0.17234473, 
3284.24,-0.16178142,-0.05475836,-0.0744642,-0.12127405,-0.12197505,-0.0949193,-0.0917381,-0.18892267,-0.17350963,-0.21088928,-0.19952165,-0.21549888,-0.20046425,-0.17207134, 
3284.45,-0.1578595,-0.05516161,-0.07544821,-0.12515306,-0.12301113,-0.09435581,-0.08961466,-0.19077493,-0.17732018,-0.20945215,-0.2041371,-0.21214071,-0.19605635,-0.17414306, 
3284.64,-0.1586715,-0.05904235,-0.07652329,-0.12153018,-0.11982266,-0.09471327,-0.09038676,-0.18506831,-0.17676383,-0.21259734,-0.20131907,-0.21078572,-0.19681047,-0.17781767, 
3284.83,-0.15818895,-0.05243047,-0.07839459,-0.12141184,-0.12515736,-0.09793372,-0.08768955,-0.18726397,-0.17684859,-0.20958365,-0.20483923,-0.20894481,-0.1997826,-0.17476732, 
3285.05,-0.16147627,-0.05774668,-0.07732368,-0.11924294,-0.12340473,-0.09445918,-0.0903567,-0.19106169,-0.17832342,-0.21438353,-0.20162916,-0.20810732,-0.19923189,-0.17276026, 
