 Data Alignment: None,,,,,,,,,,,,,,,,,
 Data Alignment Step: 0,,,,,,,,,,,,,,,,,
C:\Users\Labuser\Desktop\Laras\20230125_AR2G_1OLD_INVERSE\Experiment_1, 230125_001.frd, 230125_002.frd, 230125_003.frd, 230125_004.frd, 230125_005.frd, 230125_006.frd, 230125_007.frd, 230125_008.frd, 230125_009.frd, 230125_010.frd, 230125_011.frd, 230125_012.frd, 230125_013.frd, 230125_014.frd, 230125_015.frd, 230125_016.frd, 
X Values, A3, B3, C3, D3, E3, F3, G3, H3, A4, B4, C4, D4, E4, F4, G4, H4, 
1735.82,0.31708369,0.71477216,0.34402466,0.33670723,0.2715266,0.38664103,0.29100657,-0.17673872,-0.10312901,-0.07138231,-0.1159635,-0.14480539,-0.14623365,-0.1633994,-0.12082365,-0.25584093, 
1736.02,0.31683558,0.71775776,0.34221154,0.33566642,0.26898399,0.38751414,0.29252291,-0.16909923,-0.09909318,-0.07372462,-0.11808646,-0.14453498,-0.14493853,-0.16078296,-0.12288808,-0.25622749, 
1736.21,0.31757995,0.71867579,0.34294671,0.33356833,0.27437982,0.38400781,0.29119596,-0.17183362,-0.10052282,-0.06878369,-0.11361055,-0.14537993,-0.14822111,-0.16271168,-0.12034713,-0.25675642, 
1736.43,0.31704673,0.71442771,0.33907118,0.33325741,0.27565536,0.38859212,0.28880501,-0.17489037,-0.10299756,-0.07436046,-0.11835063,-0.14352226,-0.14710855,-0.16163163,-0.12293179,-0.25569534, 
1736.63,0.31573236,0.71250397,0.34288383,0.33616617,0.27382028,0.38725203,0.29084593,-0.17602329,-0.10214711,-0.07502128,-0.11795375,-0.14329784,-0.14597705,-0.16514167,-0.12027223,-0.25619447, 
1736.82,0.31642741,0.71848512,0.34245616,0.33191425,0.27181521,0.38891479,0.29241627,-0.17717144,-0.100509,-0.07723113,-0.11310659,-0.14550202,-0.14763242,-0.16022794,-0.12028915,-0.25676194, 
1737.02,0.31928343,0.71247041,0.33989498,0.33325908,0.27176973,0.3879526,0.29318115,-0.17253521,-0.10356265,-0.07618369,-0.11621691,-0.13987292,-0.14648971,-0.16196619,-0.1186109,-0.25842381, 
1737.22,0.31937405,0.7152127,0.3416523,0.33551314,0.26962185,0.3864153,0.2922875,-0.17109835,-0.10537615,-0.07404628,-0.11335263,-0.14453332,-0.15192504,-0.15941383,-0.11881632,-0.25606751, 
1737.41,0.32201862,0.71823394,0.34335572,0.33684215,0.27495572,0.38855693,0.28962922,-0.17087238,-0.1015105,-0.07313301,-0.11898108,-0.14499608,-0.14841349,-0.16246997,-0.12127446,-0.25362229, 
1737.63,0.3175987,0.71728182,0.33957943,0.33759189,0.27336496,0.39039791,0.29129216,-0.17384192,-0.10360889,-0.07545963,-0.11940727,-0.14507107,-0.15038441,-0.1614486,-0.12286874,-0.25620246, 
1737.83,0.31995353,0.71982849,0.33972421,0.34030354,0.27492332,0.38358125,0.29080787,-0.176466,-0.1075162,-0.07243607,-0.11697277,-0.14356868,-0.14830649,-0.16281252,-0.12247267,-0.25466552, 
1738.02,0.32112446,0.72064173,0.34276533,0.33348766,0.27056223,0.3847529,0.28870812,-0.17458771,-0.09925971,-0.07830946,-0.11770402,-0.14391962,-0.14411701,-0.1593248,-0.11978552,-0.25218296, 
1738.22,0.31647038,0.71526158,0.34164712,0.33713531,0.273904,0.38363197,0.29329693,-0.17459977,-0.10458943,-0.07256152,-0.11479369,-0.14599836,-0.1489614,-0.16497566,-0.11675902,-0.25893903, 
1738.43,0.32120553,0.717794,0.34168148,0.33487725,0.27381206,0.38938588,0.29291523,-0.17414162,-0.10232966,-0.07356238,-0.11462358,-0.14187403,-0.14789774,-0.16278574,-0.11905196,-0.25378054, 
1738.63,0.31828254,0.71955937,0.34401906,0.33178169,0.27465388,0.38927111,0.29147056,-0.17486802,-0.09940325,-0.07577494,-0.11594375,-0.14580633,-0.14771575,-0.16072065,-0.12260801,-0.25641403, 
1738.83,0.31805173,0.72128099,0.34249806,0.33407563,0.2709519,0.38833734,0.29212785,-0.17337246,-0.10328013,-0.07396892,-0.11678528,-0.14342761,-0.14791253,-0.15936536,-0.11905985,-0.25852236, 
1739.02,0.31667379,0.71885389,0.34525973,0.33461711,0.2737537,0.38672873,0.2882967,-0.17154728,-0.10336999,-0.07357351,-0.11636016,-0.14420702,-0.14654802,-0.16196229,-0.11873213,-0.25523704, 
1739.22,0.318385,0.71616101,0.34757876,0.33689061,0.27776557,0.38668001,0.29126066,-0.1745683,-0.1024745,-0.07639325,-0.11552665,-0.14636041,-0.1488584,-0.16184407,-0.12147649,-0.25556892, 
1739.42,0.31817532,0.72309947,0.34296861,0.33733362,0.27548122,0.38540357,0.28977495,-0.17059866,-0.10136227,-0.07242727,-0.11980739,-0.14138813,-0.14578727,-0.16082637,-0.11912271,-0.25414985, 
1739.63,0.31948704,0.71939176,0.34153596,0.33828023,0.27561352,0.39004645,0.28704438,-0.17268266,-0.10576955,-0.07385147,-0.11320587,-0.14460462,-0.14713018,-0.16037712,-0.12279534,-0.2541298, 
1739.83,0.3212693,0.71703011,0.34487489,0.33596539,0.27166969,0.38431966,0.28943217,-0.17044136,-0.10230394,-0.07221862,-0.11473676,-0.1437111,-0.14964487,-0.16613708,-0.12151629,-0.25512147, 
1740.03,0.3170923,0.71802467,0.34289628,0.33570349,0.27220571,0.38402882,0.29260859,-0.17456296,-0.09883343,-0.07534286,-0.11491584,-0.14294869,-0.14908963,-0.15893134,-0.1208044,-0.25620344, 
1740.22,0.31567347,0.71981478,0.34275049,0.33678004,0.2716454,0.38481048,0.29178327,-0.17321452,-0.10344792,-0.07379564,-0.11429667,-0.14562903,-0.15064262,-0.1633663,-0.12030695,-0.25844705, 
1740.42,0.32041851,0.7198751,0.34324172,0.33877063,0.27399409,0.38567805,0.28910202,-0.17141899,-0.10154521,-0.07567233,-0.11403131,-0.1455231,-0.15080522,-0.16015227,-0.11570122,-0.25695047, 
1740.63,0.32011294,0.72131509,0.34552839,0.33450574,0.27247629,0.39050558,0.29445678,-0.1762218,-0.1005382,-0.07824183,-0.11712707,-0.14652966,-0.14783311,-0.16249809,-0.12048387,-0.25321263, 
1740.83,0.31771484,0.72317767,0.34370536,0.33100012,0.27057156,0.38818613,0.29023975,-0.17212942,-0.10339158,-0.07133105,-0.11544547,-0.14415553,-0.14527255,-0.16257314,-0.12050278,-0.25518742, 
1741.03,0.31597072,0.71998304,0.34474781,0.33092064,0.27717951,0.38796765,0.29379511,-0.17237023,-0.102329,-0.06941842,-0.11543826,-0.14471389,-0.15008767,-0.16236016,-0.11929837,-0.25764805, 
1741.23,0.31521294,0.71830267,0.34669834,0.33732492,0.27389175,0.38647744,0.29122958,-0.17465508,-0.10460526,-0.07643486,-0.11730547,-0.14144646,-0.14793354,-0.16223581,-0.11882303,-0.25535831, 
1741.42,0.31737101,0.720981,0.34735125,0.33453885,0.27420357,0.38470814,0.29495016,-0.1716568,-0.0988841,-0.07115313,-0.11751445,-0.14424153,-0.15092969,-0.16333529,-0.12124179,-0.25615218, 
1741.62,0.3225196,0.71994406,0.3409861,0.33578691,0.27107707,0.3851099,0.29235396,-0.17349981,-0.10719803,-0.07287073,-0.11248332,-0.14375594,-0.14773685,-0.1628125,-0.11862227,-0.25645682, 
1741.81,0.31936622,0.72353882,0.3448095,0.33480558,0.27066445,0.38583153,0.28906056,-0.17593275,-0.10025238,-0.07433859,-0.11630139,-0.14589944,-0.1463103,-0.15636268,-0.1219797,-0.25766739, 
1742.03,0.32055786,0.72092772,0.34637722,0.3330802,0.27201095,0.38870823,0.28673458,-0.17308071,-0.10121891,-0.06938197,-0.11552835,-0.14714316,-0.14765301,-0.15991527,-0.12279434,-0.25374123, 
1742.23,0.32066768,0.7239365,0.34343889,0.33655816,0.27397418,0.38427356,0.29615688,-0.17263821,-0.10235225,-0.07535686,-0.112901,-0.14386269,-0.15143338,-0.16181067,-0.12243263,-0.25956148, 
1742.42,0.32133263,0.71970111,0.34699783,0.33527201,0.26939335,0.38447636,0.29154849,-0.17564516,-0.10211829,-0.07228827,-0.11569811,-0.14281492,-0.15031637,-0.16224271,-0.12002651,-0.25903466, 
1742.62,0.31829795,0.7238974,0.34598434,0.33502337,0.27199271,0.38704881,0.29251358,-0.17567343,-0.10297793,-0.07342502,-0.11255779,-0.14193305,-0.14756097,-0.15960933,-0.12450845,-0.25482497, 
1742.83,0.31867164,0.72099668,0.3389062,0.33630306,0.27203241,0.39192975,0.28900421,-0.17296124,-0.10376016,-0.07072833,-0.11858468,-0.14138864,-0.15027411,-0.16623141,-0.12147445,-0.25735238, 
1743.01,0.31717166,0.72334576,0.33947968,0.33668295,0.2733297,0.38233271,0.29139841,-0.17313151,-0.10039937,-0.07511193,-0.11632372,-0.14395256,-0.14776252,-0.16110612,-0.12399422,-0.2567724, 
1743.23,0.32030392,0.72026229,0.34406671,0.33399239,0.2714783,0.38626078,0.28859058,-0.1741859,-0.09867473,-0.07014278,-0.11670755,-0.14264035,-0.14917637,-0.16217354,-0.12408417,-0.2553809, 
1743.43,0.31725764,0.72213161,0.34669673,0.3372182,0.27101696,0.38657844,0.29451922,-0.17449161,-0.10561522,-0.07518828,-0.11377792,-0.14424169,-0.14947568,-0.15896441,-0.11816979,-0.25735041, 
1743.62,0.31726548,0.7220124,0.34604135,0.33649144,0.27008316,0.39172077,0.29108787,-0.17125021,-0.10311583,-0.07203726,-0.11846618,-0.14494509,-0.14941679,-0.16499709,-0.12039843,-0.25079432, 
1743.82,0.31808659,0.72435892,0.34440133,0.3323074,0.26889515,0.39061487,0.29262751,-0.17670369,-0.09992874,-0.06725078,-0.11738937,-0.14684249,-0.15069452,-0.15945068,-0.123942,-0.25599003, 
1744.03,0.31846771,0.72573429,0.34022546,0.33679014,0.26949406,0.38623184,0.29255533,-0.1764704,-0.10035627,-0.07477249,-0.11871088,-0.14305151,-0.14732847,-0.16410765,-0.11766493,-0.25611895, 
1744.23,0.31587067,0.72710204,0.34494615,0.33386049,0.27541104,0.38739794,0.2901102,-0.17469664,-0.0995166,-0.07194869,-0.11631251,-0.14588962,-0.14954126,-0.15739219,-0.11696024,-0.25521964, 
1744.43,0.3161312,0.72510135,0.34514686,0.33648437,0.27125198,0.38517755,0.29376411,-0.1740317,-0.09912332,-0.07183415,-0.11883859,-0.14163138,-0.14803818,-0.16147801,-0.11849311,-0.25629258, 
1744.62,0.3191953,0.72172773,0.34520212,0.33748916,0.27461433,0.38415787,0.29007339,-0.172932,-0.10217292,-0.07244574,-0.11661208,-0.14703155,-0.14914034,-0.1642267,-0.11878331,-0.25353143, 
1744.82,0.31659147,0.72073162,0.34561417,0.33400822,0.27451822,0.38882834,0.28982481,-0.17249241,-0.10433181,-0.07050525,-0.11749591,-0.14007957,-0.15267994,-0.15985887,-0.12060107,-0.25378075, 
1745.02,0.31958288,0.72160357,0.34464407,0.33205125,0.2727325,0.38615575,0.28897426,-0.1739054,-0.10282329,-0.06971014,-0.12036784,-0.14636542,-0.14987703,-0.16460556,-0.12044364,-0.25468969, 
1745.23,0.31510839,0.72202438,0.34431177,0.33499154,0.2731792,0.38691708,0.29281768,-0.17366718,-0.10366181,-0.0745883,-0.11791362,-0.14074886,-0.14856583,-0.16284575,-0.12036478,-0.25595504, 
1745.43,0.31676483,0.72419679,0.34370103,0.33870995,0.27082998,0.38148478,0.29220843,-0.17348912,-0.10400104,-0.07402906,-0.11946841,-0.14300196,-0.14793065,-0.16200894,-0.1140395,-0.25604549, 
1745.63,0.31807944,0.72258264,0.3419818,0.33914897,0.27504438,0.38101384,0.2903586,-0.17522067,-0.10320344,-0.07041495,-0.11425062,-0.14624242,-0.15005215,-0.15490511,-0.12038705,-0.25608009, 
1745.82,0.31651273,0.72739422,0.34741041,0.33959556,0.27141082,0.38652828,0.29163155,-0.17380565,-0.10186753,-0.07224445,-0.11520429,-0.14491153,-0.14508593,-0.16416205,-0.11911194,-0.25623196, 
1746.02,0.31867823,0.72791392,0.34592992,0.33330694,0.27430427,0.38273796,0.2896632,-0.17362572,-0.10328796,-0.07317695,-0.11514487,-0.14478597,-0.14740123,-0.16002864,-0.12516926,-0.25433418, 
1746.23,0.31893119,0.72314775,0.34118026,0.34016156,0.27232566,0.38772765,0.29452479,-0.17143591,-0.10207018,-0.07195748,-0.11125668,-0.14325766,-0.15316129,-0.15773594,-0.12130846,-0.25513041, 
1746.43,0.32040879,0.72447836,0.34548932,0.33629018,0.27411795,0.38470942,0.29597908,-0.173133,-0.09922893,-0.0729806,-0.11476939,-0.14156128,-0.14874743,-0.16060677,-0.11992585,-0.25289395, 
1746.63,0.31801462,0.72753197,0.3466998,0.33406103,0.27271816,0.3931464,0.29019505,-0.17115147,-0.09955091,-0.06917471,-0.11656437,-0.14873967,-0.15582107,-0.15921727,-0.11964484,-0.25847962, 
1746.83,0.31800821,0.72367394,0.34929568,0.33665362,0.27109423,0.38609028,0.29084912,-0.17237009,-0.10201944,-0.07249826,-0.11733736,-0.1396621,-0.14663692,-0.16207881,-0.12159747,-0.25296518, 
1747.02,0.31906682,0.72446954,0.3451283,0.33936724,0.27188963,0.38795951,0.29444087,-0.17458682,-0.10066381,-0.0700767,-0.113933,-0.14529178,-0.15097666,-0.1638211,-0.11576411,-0.25745669, 
1747.22,0.31494883,0.72664744,0.34294885,0.3345305,0.27069768,0.38736287,0.29283321,-0.1729147,-0.10294153,-0.07250162,-0.1169595,-0.14254616,-0.15146023,-0.15745877,-0.11866746,-0.25410646, 
1747.43,0.32203981,0.7259168,0.34277543,0.33411768,0.27336833,0.38608783,0.29126984,-0.17411445,-0.10446655,-0.07214049,-0.11839901,-0.14187096,-0.15057744,-0.16023391,-0.11951914,-0.2587744, 
1747.63,0.31553304,0.72417152,0.34596631,0.33557779,0.27180228,0.38826427,0.28994149,-0.17377554,-0.10233995,-0.07546239,-0.11563773,-0.14138828,-0.14767267,-0.16256438,-0.11924166,-0.25787091, 
1747.83,0.31453177,0.72788471,0.34234914,0.33390084,0.27389193,0.38730559,0.29184505,-0.17487264,-0.10152394,-0.07456577,-0.11403634,-0.14396827,-0.14703971,-0.1611345,-0.12154901,-0.25558421, 
1748.04,0.31830835,0.72833532,0.34229526,0.33545479,0.27697542,0.38566375,0.28691924,-0.17431356,-0.10262717,-0.07118475,-0.1131667,-0.14322071,-0.14958414,-0.16148901,-0.12323914,-0.254067, 
1748.22,0.31459352,0.72503847,0.34287205,0.33148754,0.27466422,0.38693988,0.29565167,-0.17070504,-0.0996011,-0.06923266,-0.11903375,-0.14180763,-0.153607,-0.16332397,-0.11803274,-0.25656664, 
1748.43,0.3188723,0.72835499,0.34449318,0.33740887,0.27376974,0.38325876,0.29098216,-0.17059715,-0.10475122,-0.07316101,-0.11336941,-0.14674349,-0.14954127,-0.16198377,-0.1197769,-0.25698578, 
1748.61,0.31862235,0.72606808,0.34534574,0.33790612,0.27045143,0.38866621,0.2909193,-0.17154165,-0.10302629,-0.07036279,-0.11507625,-0.14378853,-0.15144812,-0.15863182,-0.11967602,-0.25500643, 
1748.83,0.31738797,0.72513062,0.3474445,0.33401343,0.27085724,0.38959554,0.28869072,-0.17377876,-0.10286152,-0.07280627,-0.115734,-0.14656819,-0.14775068,-0.16343811,-0.11817508,-0.25841385, 
1749.03,0.31694973,0.72718942,0.34318876,0.33594283,0.27461463,0.3841759,0.28983131,-0.17612262,-0.10218464,-0.07412355,-0.11576162,-0.14875014,-0.15002465,-0.16083072,-0.12361588,-0.25718603, 
1749.2,0.31966051,0.72912556,0.34611353,0.33523941,0.27411008,0.3875688,0.29163176,-0.1738887,-0.10172411,-0.07267988,-0.11268357,-0.14640406,-0.14669801,-0.16076,-0.12033208,-0.25432661, 
1749.42,0.3180064,0.73332191,0.3436676,0.33432731,0.27474305,0.38622981,0.29320681,-0.17444322,-0.1036792,-0.07209722,-0.11767215,-0.14135166,-0.14837711,-0.16135763,-0.12385687,-0.25348306, 
1749.63,0.31627336,0.726973,0.34522414,0.33624265,0.27660662,0.38684994,0.29103824,-0.17485464,-0.09948967,-0.07393332,-0.11840961,-0.14309721,-0.14862943,-0.16264106,-0.11880446,-0.25405452, 
1749.81,0.31787443,0.72824365,0.34383848,0.33374941,0.27526045,0.38563186,0.29033902,-0.17303543,-0.10081807,-0.07398806,-0.11413568,-0.14249028,-0.14668916,-0.1595619,-0.11763391,-0.25937182, 
1750.03,0.3152312,0.73069316,0.34579349,0.33630469,0.27568981,0.38541445,0.28842065,-0.17165543,-0.10309799,-0.06882728,-0.11424557,-0.14500912,-0.1488201,-0.16473141,-0.11936413,-0.25440511, 
1750.22,0.31707576,0.72483629,0.34391168,0.33837557,0.27657819,0.38181016,0.28996289,-0.17384012,-0.10349507,-0.0710547,-0.11480375,-0.14180185,-0.14776032,-0.16065173,-0.12121829,-0.25757778, 
1750.41,0.31893259,0.72708452,0.34507221,0.33467892,0.26789626,0.38364077,0.29309788,-0.17492872,-0.10266386,-0.0698621,-0.11403761,-0.14261828,-0.14777902,-0.16420053,-0.1202775,-0.25614333, 
1750.63,0.31771609,0.72666025,0.34427395,0.3346383,0.27379769,0.38735569,0.29332462,-0.1742404,-0.09887812,-0.0689406,-0.11927973,-0.14300105,-0.14759456,-0.15631405,-0.12179789,-0.25402236, 
1750.83,0.31602696,0.73098707,0.34852445,0.33253706,0.27263084,0.38424879,0.29310876,-0.17339061,-0.10325095,-0.06965126,-0.11575483,-0.14492837,-0.14964499,-0.16282649,-0.11713577,-0.25664401, 
1751.03,0.31446978,0.72995293,0.34305382,0.33399457,0.27107179,0.39074132,0.2919665,-0.17333178,-0.10267126,-0.07423577,-0.11334231,-0.14529569,-0.14746222,-0.16664313,-0.11909966,-0.25574711, 
1751.23,0.31716263,0.72872722,0.34454587,0.33703473,0.26998761,0.39040953,0.28763825,-0.17398348,-0.10275063,-0.07318702,-0.11646916,-0.14290845,-0.15574571,-0.163771,-0.11757731,-0.25650719, 
1751.42,0.31737691,0.72583574,0.34318289,0.33491057,0.27319491,0.38765988,0.29117373,-0.17615883,-0.10503528,-0.07150046,-0.11931515,-0.14800164,-0.14617102,-0.16044208,-0.12106692,-0.25680691, 
1751.62,0.31807974,0.72895247,0.34615847,0.33520341,0.27102664,0.38948768,0.29080978,-0.17222425,-0.10069159,-0.0715564,-0.1145164,-0.14229973,-0.14829211,-0.16726649,-0.11849122,-0.25761512, 
1751.83,0.3181985,0.72859055,0.34312725,0.33454725,0.27010238,0.38630655,0.28851515,-0.17311954,-0.10287119,-0.06913218,-0.11558162,-0.142529,-0.15083182,-0.16166922,-0.1219748,-0.25780711, 
1752.03,0.31997168,0.72956878,0.34317362,0.33935696,0.27079734,0.38559869,0.29191917,-0.17453471,-0.10294271,-0.07405557,-0.11512794,-0.14222588,-0.14967546,-0.16007769,-0.12088596,-0.25657725, 
1752.23,0.31884038,0.73238182,0.34428674,0.33388609,0.26759905,0.38884416,0.29138553,-0.17430444,-0.09901526,-0.0676313,-0.12144456,-0.14281343,-0.15249355,-0.15964478,-0.11910407,-0.2580325, 
1752.43,0.31953606,0.72865599,0.34886593,0.33532685,0.27461138,0.38828212,0.29026446,-0.17058131,-0.1029784,-0.06822174,-0.1160264,-0.14612719,-0.15164962,-0.15838291,-0.12008556,-0.25593105, 
1752.62,0.31757367,0.72996068,0.34251484,0.33395538,0.27607995,0.38785842,0.29057401,-0.17575659,-0.10411102,-0.07225937,-0.11480994,-0.14119916,-0.1477557,-0.16243069,-0.11613729,-0.25762203, 
1752.82,0.31632292,0.73064333,0.34104463,0.33549485,0.26995215,0.38837978,0.29064551,-0.17441492,-0.10245732,-0.06720643,-0.11636776,-0.14619203,-0.15014197,-0.16324261,-0.12076201,-0.25543207, 
1753.03,0.31871837,0.73616594,0.34584373,0.33535323,0.26956907,0.38834068,0.2898328,-0.17623356,-0.10114467,-0.07219178,-0.11851964,-0.14765428,-0.15272841,-0.1595792,-0.12016761,-0.25582337, 
1753.23,0.31499761,0.72956395,0.3465414,0.33375591,0.27423066,0.38670281,0.29400173,-0.17282894,-0.10170995,-0.07118962,-0.11452821,-0.14657074,-0.14690642,-0.15910131,-0.12190013,-0.25609502, 
1753.43,0.31470364,0.73091573,0.34451464,0.33351064,0.27351296,0.38851383,0.29269147,-0.17399569,-0.1051451,-0.06792515,-0.11539463,-0.14191152,-0.15086916,-0.16131131,-0.12130671,-0.25551328, 
1753.62,0.31837893,0.72826517,0.34814021,0.33236685,0.26974189,0.38715836,0.28763142,-0.17150272,-0.10510276,-0.0659597,-0.11831482,-0.14538193,-0.14994487,-0.16423489,-0.11709373,-0.2562246, 
1753.82,0.31476527,0.73305213,0.34658751,0.33799794,0.27232531,0.3901833,0.29362276,-0.17498758,-0.10231865,-0.06898534,-0.11407935,-0.14342751,-0.14892736,-0.16109042,-0.12534265,-0.25574172, 
1754.03,0.31806687,0.73402029,0.34720421,0.33195144,0.27459958,0.38709703,0.28726864,-0.17390379,-0.09951158,-0.07091738,-0.11761113,-0.14356545,-0.14884239,-0.16510725,-0.1257664,-0.25636572, 
1754.23,0.31862742,0.73156035,0.34344414,0.3389982,0.27286005,0.38746074,0.28912404,-0.17234865,-0.10262424,-0.07053082,-0.11428826,-0.14456356,-0.15118738,-0.16483843,-0.12125851,-0.2560184, 
1754.43,0.32065603,0.7329272,0.3423211,0.33611795,0.26974964,0.38606298,0.28995174,-0.17293736,-0.10003626,-0.07246387,-0.11490045,-0.14372708,-0.15216641,-0.16232966,-0.12101535,-0.25461832, 
1754.63,0.31672651,0.73221815,0.34435135,0.33435571,0.27172819,0.38691905,0.29430759,-0.17032932,-0.10410949,-0.07258034,-0.1164618,-0.14611048,-0.14720249,-0.15878017,-0.12178195,-0.25113404, 
1754.81,0.31969711,0.73469645,0.34272179,0.3363817,0.27395532,0.38517934,0.29050362,-0.1735899,-0.10033301,-0.06970456,-0.11456761,-0.14322688,-0.14695226,-0.1600987,-0.12245294,-0.25418481, 
1755.02,0.31902725,0.73520398,0.34880045,0.33834043,0.27486724,0.3863833,0.28896922,-0.1731638,-0.10500284,-0.06803869,-0.11504938,-0.14174108,-0.14991693,-0.16094279,-0.12390412,-0.25568992, 
1755.23,0.31802335,0.73192424,0.34175533,0.33344612,0.27104607,0.38936263,0.28835776,-0.17272829,-0.10365942,-0.07226741,-0.11610257,-0.14459236,-0.14814489,-0.1635659,-0.1219432,-0.25721544, 
1755.41,0.31704611,0.73260462,0.34117046,0.33594307,0.27632084,0.38514775,0.28712502,-0.17505749,-0.10077567,-0.07274904,-0.11398603,-0.147512,-0.14902861,-0.16116664,-0.12486383,-0.25875998, 
1755.63,0.32149288,0.73413742,0.34644371,0.33796036,0.27348068,0.38758782,0.29414657,-0.17225152,-0.0995817,-0.07102917,-0.11834777,-0.14352663,-0.14533128,-0.16039625,-0.12172239,-0.25620678, 
1755.82,0.31535873,0.73467076,0.34534395,0.33670443,0.27068481,0.38358605,0.29449603,-0.17373259,-0.10113491,-0.07107458,-0.11680012,-0.14527516,-0.15091927,-0.1562113,-0.12095526,-0.25565752, 
1756.01,0.31763408,0.73683453,0.34097299,0.33475304,0.27639231,0.38731477,0.28929225,-0.17369418,-0.09724656,-0.06964702,-0.11820552,-0.14630087,-0.1529133,-0.16295797,-0.12170023,-0.26162323, 
1756.22,0.32016337,0.73381639,0.34317201,0.33676544,0.26926491,0.38627636,0.28819028,-0.17278834,-0.10438122,-0.06849064,-0.11507571,-0.14439453,-0.14932531,-0.16017851,-0.12069125,-0.25685149, 
1756.43,0.31389102,0.73247266,0.34425017,0.33856073,0.27379066,0.38827002,0.29039916,-0.17610821,-0.10130867,-0.07256317,-0.11556203,-0.14152265,-0.15173814,-0.1610328,-0.12092761,-0.25826553, 
1756.61,0.31954676,0.73334044,0.34263673,0.33623415,0.27053395,0.38574502,0.29414225,-0.1729854,-0.10707474,-0.06746098,-0.11383941,-0.14141336,-0.14525682,-0.16233297,-0.11583412,-0.25963411, 
1756.83,0.31624213,0.73185426,0.34434229,0.33963344,0.27488557,0.38819963,0.28550771,-0.16907528,-0.09963467,-0.06690605,-0.11524883,-0.14245081,-0.15139337,-0.1613373,-0.12065246,-0.25590441, 
1757.02,0.31506896,0.73389071,0.34886622,0.33860648,0.27273694,0.38784865,0.29168624,-0.17658958,-0.10104294,-0.06973007,-0.11684107,-0.14392455,-0.14842173,-0.16209522,-0.12006203,-0.25604764, 
1757.21,0.31859049,0.73687023,0.34504664,0.33634734,0.27034962,0.38496989,0.293338,-0.17420126,-0.10201009,-0.07188402,-0.11407638,-0.14263241,-0.14884645,-0.16170965,-0.12176724,-0.25660285, 
1757.43,0.31553492,0.73413754,0.34561852,0.33732712,0.27419877,0.38704067,0.29062855,-0.17263758,-0.10352847,-0.07016765,-0.1168227,-0.14638253,-0.15232541,-0.16097227,-0.12493233,-0.25457954, 
1757.63,0.31685108,0.73866677,0.35087571,0.33250052,0.27299604,0.39106503,0.29124787,-0.17240728,-0.10461329,-0.07061434,-0.11468288,-0.14319006,-0.14815213,-0.161999,-0.11986212,-0.25674218, 
1757.83,0.31801701,0.73138553,0.3441458,0.33696231,0.27212492,0.38517284,0.29099166,-0.17366959,-0.10348504,-0.0672162,-0.11541688,-0.14487714,-0.14742176,-0.16280062,-0.12209245,-0.25514907, 
1758.02,0.31348979,0.73290735,0.34341493,0.33849457,0.27170968,0.3859005,0.29214856,-0.17273439,-0.10123162,-0.06952099,-0.11533628,-0.14360847,-0.14714627,-0.16371806,-0.12241132,-0.25296673, 
1758.22,0.32133368,0.73881847,0.34420109,0.33048925,0.27556446,0.38592619,0.29138058,-0.17278872,-0.10130878,-0.07153033,-0.11671358,-0.14268273,-0.14933817,-0.16413099,-0.12158391,-0.25653297, 
1758.43,0.31677151,0.73825878,0.34250841,0.33592272,0.27147657,0.38619849,0.29173023,-0.1748338,-0.10398456,-0.07264442,-0.11339442,-0.1403034,-0.14926097,-0.16418129,-0.12210575,-0.25874227, 
1758.63,0.31785992,0.73780763,0.34621271,0.33695191,0.27231827,0.38796625,0.29112327,-0.17556016,-0.10081142,-0.06598869,-0.11634785,-0.14622468,-0.14959171,-0.16080317,-0.12207564,-0.25544184, 
1758.83,0.31692079,0.73589396,0.34733263,0.33558032,0.27632341,0.38855448,0.29074919,-0.17392898,-0.10008988,-0.0669644,-0.11430744,-0.14224644,-0.1528116,-0.16067715,-0.12145296,-0.25671259, 
1759.03,0.31471094,0.74367964,0.34709162,0.33747849,0.2687757,0.3832899,0.29397947,-0.17030627,-0.10233735,-0.06904769,-0.11542875,-0.14280564,-0.14519136,-0.15865846,-0.11943422,-0.25776073, 
1759.22,0.31614479,0.73505956,0.34480816,0.33894289,0.27204299,0.38736483,0.29089689,-0.17357683,-0.0995454,-0.06826202,-0.11670976,-0.1449393,-0.14863007,-0.16483596,-0.12275121,-0.25518349, 
1759.42,0.3218652,0.73951924,0.34521008,0.33772451,0.27502248,0.38914472,0.29063573,-0.17360128,-0.10235565,-0.06899596,-0.11486993,-0.13955283,-0.14976132,-0.163057,-0.12172353,-0.25602365, 
1759.63,0.32040069,0.7397024,0.34435964,0.33419067,0.27075562,0.38770548,0.29112437,-0.17299977,-0.104595,-0.07155544,-0.11880533,-0.14569394,-0.14875855,-0.16342811,-0.12250234,-0.25591713, 
1759.83,0.31855291,0.73698467,0.34326309,0.33395898,0.27242985,0.38726553,0.29065257,-0.1732972,-0.10026666,-0.06813317,-0.11293452,-0.14313091,-0.15034474,-0.16153748,-0.11881862,-0.25334504, 
1760.03,0.32072634,0.74012792,0.34243959,0.33915222,0.27232617,0.3878569,0.29018739,-0.17511573,-0.10523731,-0.0691474,-0.11944276,-0.14434904,-0.1470186,-0.16261543,-0.12066025,-0.25527474, 
